CBSA_CODE,YEAR,unemployment_rate,unemployment_yoy,unemployment_vs_national
10100,2009,3.3667,,-5.9166
10100,2010,3.7,0.3333,-5.9083
10100,2011,3.675,-0.025,-5.2583
10100,2012,3.3083,-0.3667,-4.7667
10100,2013,3.15,-0.1583,-4.2083
10100,2014,2.825,-0.325,-3.3333
10100,2015,2.5917,-0.2333,-2.6833
10100,2016,2.6167,0.025,-2.2583
10100,2017,2.7083,0.0916,-1.65
10100,2018,2.5333,-0.175,-1.3584
10100,2019,2.5167,-0.0166,-1.1583
10100,2020,3.75,1.2333,-4.35
10100,2021,2.4167,-1.3333,-2.9333
10100,2022,2.0083,-0.4084,-1.6417
10100,2023,1.775,-0.2333,-1.85
10100,2024,1.7583,-0.0167,-2.2667
10100,2025,1.9636,0.2053,-2.3
10140,2009,12.9583,,3.675
10140,2010,13.025,0.0667,3.4167
10140,2011,13.375,0.35,4.4417
10140,2012,13.3417,-0.0333,5.2667
10140,2013,11.475,-1.8667,4.1167
10140,2014,9.8583,-1.6167,3.7
10140,2015,9.15,-0.7083,3.875
10140,2016,8.0583,-1.0917,3.1833
10140,2017,6.8583,-1.2,2.5
10140,2018,6.7083,-0.15,2.8166
10140,2019,7.1083,0.4,3.4333
10140,2020,11.1083,4.0,3.0083
10140,2021,7.0917,-4.0166,1.7417
10140,2022,5.6667,-1.425,2.0167
10140,2023,5.8917,0.225,2.2667
10140,2024,6.2417,0.35,2.2167
10140,2025,5.8727,-0.369,1.6091
10180,2009,5.8333,,-3.45
10180,2010,7.05,1.2167,-2.5583
10180,2011,7.0,-0.05,-1.9333
10180,2012,5.7917,-1.2083,-2.2833
10180,2013,5.475,-0.3167,-1.8833
10180,2014,4.4,-1.075,-1.7583
10180,2015,3.8917,-0.5083,-1.3833
10180,2016,3.9167,0.025,-0.9583
10180,2017,3.6917,-0.225,-0.6666
10180,2018,3.325,-0.3667,-0.5667
10180,2019,2.9917,-0.3333,-0.6833
10180,2020,5.5833,2.5916,-2.5167
10180,2021,4.55,-1.0333,-0.8
10180,2022,3.475,-1.075,-0.175
10180,2023,3.4833,0.0083,-0.1417
10180,2024,3.45,-0.0333,-0.575
10180,2025,3.4727,0.0227,-0.7909
10220,2009,5.5083,,-3.775
10220,2010,5.8833,0.375,-3.725
10220,2011,5.1417,-0.7416,-3.7916
10220,2012,4.9083,-0.2334,-3.1667
10220,2013,5.3167,0.4084,-2.0416
10220,2014,4.1917,-1.125,-1.9666
10220,2015,3.8833,-0.3084,-1.3917
10220,2016,4.1833,0.3,-0.6917
10220,2017,3.7833,-0.4,-0.575
10220,2018,3.1417,-0.6416,-0.75
10220,2019,3.1583,0.0166,-0.5167
10220,2020,5.625,2.4667,-2.475
10220,2021,3.7167,-1.9083,-1.6333
10220,2022,2.9,-0.8167,-0.75
10220,2023,3.1583,0.2583,-0.4667
10220,2024,2.9917,-0.1666,-1.0333
10220,2025,2.9636,-0.0281,-1.3
10300,2009,15.6833,,6.4
10300,2010,13.1583,-2.525,3.55
10300,2011,10.1167,-3.0416,1.1834
10300,2012,8.325,-1.7917,0.25
10300,2013,7.8,-0.525,0.4417
10300,2014,6.4083,-1.3917,0.25
10300,2015,5.0,-1.4083,-0.275
10300,2016,4.5083,-0.4917,-0.3667
10300,2017,4.575,0.0667,0.2167
10300,2018,4.0167,-0.5583,0.125
10300,2019,3.9,-0.1167,0.225
10300,2020,9.0917,5.1917,0.9917
10300,2021,5.2,-3.8917,-0.15
10300,2022,4.4083,-0.7917,0.7583
10300,2023,4.0833,-0.325,0.4583
10300,2024,4.8167,0.7334,0.7917
10300,2025,5.4909,0.6742,1.2273
10420,2009,10.1583,,0.875
10420,2010,10.3333,0.175,0.725
10420,2011,8.9833,-1.35,0.05
10420,2012,7.4417,-1.5416,-0.6333
10420,2013,7.5917,0.15,0.2334
10420,2014,5.9167,-1.675,-0.2416
10420,2015,5.0083,-0.9084,-0.2667
10420,2016,5.075,0.0667,0.2
10420,2017,4.9833,-0.0917,0.625
10420,2018,4.5583,-0.425,0.6666
10420,2019,4.2167,-0.3416,0.5417
10420,2020,7.9833,3.7666,-0.1167
10420,2021,5.3167,-2.6666,-0.0333
10420,2022,3.9333,-1.3834,0.2833
10420,2023,3.7333,-0.2,0.1083
10420,2024,4.4083,0.675,0.3833
10420,2025,5.0364,0.6281,0.7728
10460,2009,6.3333,,-2.95
10460,2010,6.9917,0.6584,-2.6166
10460,2011,6.5167,-0.475,-2.4166
10460,2012,6.3417,-0.175,-1.7333
10460,2013,6.35,0.0083,-1.0083
10460,2014,6.1583,-0.1917,0.0
10460,2015,6.25,0.0917,0.975
10460,2016,6.2083,-0.0417,1.3333
10460,2017,6.1417,-0.0666,1.7834
10460,2018,4.9417,-1.2,1.05
10460,2019,5.075,0.1333,1.4
10460,2020,8.0417,2.9667,-0.0583
10460,2021,6.95,-1.0917,1.6
10460,2022,4.1917,-2.7583,0.5417
10460,2023,3.9417,-0.25,0.3167
10460,2024,4.375,0.4333,0.35
10460,2025,4.5273,0.1523,0.2637
10500,2009,9.6417,,0.3584
10500,2010,11.625,1.9833,2.0167
10500,2011,11.0917,-0.5333,2.1584
10500,2012,10.1833,-0.9084,2.1083
10500,2013,9.3417,-0.8416,1.9834
10500,2014,8.375,-0.9667,2.2167
10500,2015,7.1,-1.275,1.825
10500,2016,6.3917,-0.7083,1.5167
10500,2017,5.5833,-0.8084,1.225
10500,2018,4.925,-0.6583,1.0333
10500,2019,4.4167,-0.5083,0.7417
10500,2020,7.3917,2.975,-0.7083
10500,2021,5.275,-2.1167,-0.075
10500,2022,3.9833,-1.2917,0.3333
10500,2023,3.8583,-0.125,0.2333
10500,2024,4.15,0.2917,0.125
10500,2025,4.2364,0.0864,-0.0272
10540,2009,13.2083,,3.925
10540,2010,12.7667,-0.4416,3.1584
10540,2011,11.2917,-1.475,2.3584
10540,2012,10.5833,-0.7084,2.5083
10540,2013,9.525,-1.0583,2.1667
10540,2014,7.9667,-1.5583,1.8084
10540,2015,6.5667,-1.4,1.2917
10540,2016,5.625,-0.9417,0.75
10540,2017,4.675,-0.95,0.3167
10540,2018,4.5917,-0.0833,0.7
10540,2019,4.275,-0.3167,0.6
10540,2020,7.725,3.45,-0.375
10540,2021,5.5667,-2.1583,0.2167
10540,2022,4.3583,-1.2084,0.7083
10540,2023,4.0917,-0.2666,0.4667
10540,2024,4.6333,0.5416,0.6083
10540,2025,5.4091,0.7758,1.1455
10580,2009,7.0583,,-2.225
10580,2010,7.4583,0.4,-2.15
10580,2011,7.2167,-0.2416,-1.7166
10580,2012,7.4417,0.225,-0.6333
10580,2013,6.45,-0.9917,-0.9083
10580,2014,5.0917,-1.3583,-1.0666
10580,2015,4.475,-0.6167,-0.8
10580,2016,4.1917,-0.2833,-0.6833
10580,2017,4.2583,0.0666,-0.1
10580,2018,3.7333,-0.525,-0.1584
10580,2019,3.5167,-0.2166,-0.1583
10580,2020,6.925,3.4083,-1.175
10580,2021,4.4,-2.525,-0.95
10580,2022,3.075,-1.325,-0.575
10580,2023,3.15,0.075,-0.475
10580,2024,3.325,0.175,-0.7
10580,2025,3.3545,0.0295,-0.9091
10620,2009,12.3167,,3.0334
10620,2010,13.1333,0.8166,3.525
10620,2011,11.8917,-1.2416,2.9584
10620,2012,10.2833,-1.6084,2.2083
10620,2013,7.95,-2.3333,0.5917
10620,2014,5.8667,-2.0833,-0.2916
10620,2015,5.2667,-0.6,-0.0083
10620,2016,4.6917,-0.575,-0.1833
10620,2017,4.2083,-0.4834,-0.15
10620,2018,3.725,-0.4833,-0.1667
10620,2019,3.75,0.025,0.075
10620,2020,6.475,2.725,-1.625
10620,2021,4.575,-1.9,-0.775
10620,2022,3.375,-1.2,-0.275
10620,2023,3.0917,-0.2833,-0.5333
10620,2024,3.0667,-0.025,-0.9583
10620,2025,3.0636,-0.0031,-1.2
10660,2009,8.375,,-0.9083
10660,2010,7.7167,-0.6583,-1.8916
10660,2011,6.7,-1.0167,-2.2333
10660,2012,5.8583,-0.8417,-2.2167
10660,2013,5.0417,-0.8166,-2.3166
10660,2014,4.4083,-0.6334,-1.75
10660,2015,3.8333,-0.575,-1.4417
10660,2016,3.8667,0.0334,-1.0083
10660,2017,3.6667,-0.2,-0.6916
10660,2018,3.3333,-0.3334,-0.5584
10660,2019,3.55,0.2167,-0.125
10660,2020,5.7333,2.1833,-2.3667
10660,2021,3.7417,-1.9916,-1.6083
10660,2022,2.525,-1.2167,-1.125
10660,2023,2.75,0.225,-0.875
10660,2024,2.8667,0.1167,-1.1583
10660,2025,3.6909,0.8242,-0.5727
10700,2009,8.9667,,-0.3166
10700,2010,9.5083,0.5416,-0.1
10700,2011,9.3667,-0.1416,0.4334
10700,2012,7.9917,-1.375,-0.0833
10700,2013,6.9583,-1.0334,-0.4
10700,2014,6.65,-0.3083,0.4917
10700,2015,5.8,-0.85,0.525
10700,2016,5.5333,-0.2667,0.6583
10700,2017,4.1167,-1.4166,-0.2416
10700,2018,3.5167,-0.6,-0.375
10700,2019,2.7333,-0.7834,-0.9417
10700,2020,4.8167,2.0834,-3.2833
10700,2021,2.4667,-2.35,-2.8833
10700,2022,2.075,-0.3917,-1.575
10700,2023,2.1167,0.0417,-1.5083
10700,2024,2.6583,0.5416,-1.3667
10700,2025,2.4909,-0.1674,-1.7727
10740,2009,7.275,,-2.0083
10740,2010,7.7417,0.4667,-1.8666
10740,2011,7.2,-0.5417,-1.7333
10740,2012,6.9167,-0.2833,-1.1583
10740,2013,6.7583,-0.1584,-0.6
10740,2014,6.3917,-0.3666,0.2334
10740,2015,6.225,-0.1667,0.95
10740,2016,6.0333,-0.1917,1.1583
10740,2017,5.5833,-0.45,1.225
10740,2018,4.6,-0.9833,0.7083
10740,2019,4.6167,0.0167,0.9417
10740,2020,7.5917,2.975,-0.5083
10740,2021,6.5417,-1.05,1.1917
10740,2022,3.6917,-2.85,0.0417
10740,2023,3.4167,-0.275,-0.2083
10740,2024,3.85,0.4333,-0.175
10740,2025,4.0545,0.2045,-0.2091
10780,2009,6.425,,-2.8583
10780,2010,7.2,0.775,-2.4083
10780,2011,7.2833,0.0833,-1.65
10780,2012,6.7667,-0.5166,-1.3083
10780,2013,6.625,-0.1417,-0.7333
10780,2014,6.5667,-0.0583,0.4084
10780,2015,6.5083,-0.0584,1.2333
10780,2016,6.05,-0.4583,1.175
10780,2017,5.5083,-0.5417,1.15
10780,2018,5.125,-0.3833,1.2333
10780,2019,4.8083,-0.3167,1.1333
10780,2020,6.4917,1.6834,-1.6083
10780,2021,4.075,-2.4167,-1.275
10780,2022,3.175,-0.9,-0.475
10780,2023,3.45,0.275,-0.175
10780,2024,4.0917,0.6417,0.0667
10780,2025,4.0636,-0.0281,-0.2
10820,2009,6.625,,-2.6583
10820,2010,6.8,0.175,-2.8083
10820,2011,6.125,-0.675,-2.8083
10820,2012,5.0833,-1.0417,-2.9917
10820,2013,4.5167,-0.5666,-2.8416
10820,2014,3.8083,-0.7084,-2.35
10820,2015,3.4833,-0.325,-1.7917
10820,2016,3.5333,0.05,-1.3417
10820,2017,3.2167,-0.3166,-1.1416
10820,2018,2.95,-0.2667,-0.9417
10820,2019,3.2667,0.3167,-0.4083
10820,2020,4.925,1.6583,-3.175
10820,2021,3.05,-1.875,-2.3
10820,2022,2.2667,-0.7833,-1.3833
10820,2023,2.7417,0.475,-0.8833
10820,2024,2.7667,0.025,-1.2583
10820,2025,3.5091,0.7424,-0.7545
10860,2009,9.125,,-0.1583
10860,2010,10.3833,1.2583,0.775
10860,2011,8.6083,-1.775,-0.325
10860,2012,6.45,-2.1583,-1.625
10860,2013,6.5417,0.0917,-0.8166
10860,2014,5.5833,-0.9584,-0.575
10860,2015,8.2167,2.6334,2.9417
10860,2016,10.2083,1.9916,5.3333
10860,2017,7.35,-2.8583,2.9917
10860,2018,5.2917,-2.0583,1.4
10860,2019,4.5083,-0.7834,0.8333
10860,2020,12.2167,7.7084,4.1167
10860,2021,9.2083,-3.0084,3.8583
10860,2022,5.4083,-3.8,1.7583
10860,2023,4.9,-0.5083,1.275
10860,2024,5.0167,0.1167,0.9917
10860,2025,4.9182,-0.0985,0.6546
10900,2009,8.6167,,-0.6666
10900,2010,8.9667,0.35,-0.6416
10900,2011,8.45,-0.5167,-0.4833
10900,2012,8.2833,-0.1667,0.2083
10900,2013,7.525,-0.7583,0.1667
10900,2014,6.2167,-1.3083,0.0584
10900,2015,5.475,-0.7417,0.2
10900,2016,5.275,-0.2,0.4
10900,2017,5.0583,-0.2167,0.7
10900,2018,4.6583,-0.4,0.7666
10900,2019,4.425,-0.2333,0.75
10900,2020,9.1583,4.7333,1.0583
10900,2021,6.075,-3.0833,0.725
10900,2022,4.1667,-1.9083,0.5167
10900,2023,3.9917,-0.175,0.3667
10900,2024,3.8917,-0.1,-0.1333
10900,2025,4.3636,0.4719,0.1
10940,2009,14.1,,4.8167
10940,2010,11.9333,-2.1667,2.325
10940,2011,9.7667,-2.1666,0.8334
10940,2012,8.9333,-0.8334,0.8583
10940,2013,8.8667,-0.0666,1.5084
10940,2014,7.05,-1.8167,0.8917
10940,2015,5.65,-1.4,0.375
10940,2016,5.175,-0.475,0.3
10940,2017,5.3583,0.1833,1.0
10940,2018,4.6917,-0.6666,0.8
10940,2019,4.4333,-0.2584,0.7583
10940,2020,8.425,3.9917,0.325
10940,2021,5.55,-2.875,0.2
10940,2022,4.6917,-0.8583,1.0417
10940,2023,4.6167,-0.075,0.9917
10940,2024,5.4583,0.8416,1.4333
10940,2025,6.0818,0.6235,1.8182
10980,2009,14.0,,4.7167
10980,2010,13.2333,-0.7667,3.625
10980,2011,10.5917,-2.6416,1.6584
10980,2012,9.6583,-0.9334,1.5833
10980,2013,9.6333,-0.025,2.275
10980,2014,7.9917,-1.6416,1.8334
10980,2015,6.225,-1.7667,0.95
10980,2016,5.9333,-0.2917,1.0583
10980,2017,5.6583,-0.275,1.3
10980,2018,5.1583,-0.5,1.2666
10980,2019,4.8167,-0.3416,1.1417
10980,2020,8.35,3.5333,0.25
10980,2021,5.525,-2.825,0.175
10980,2022,5.0,-0.525,1.35
10980,2023,4.7333,-0.2667,1.1083
10980,2024,5.3083,0.575,1.2833
10980,2025,5.8364,0.5281,1.5728
11020,2009,7.125,,-2.1583
11020,2010,7.7167,0.5917,-1.8916
11020,2011,7.0917,-0.625,-1.8416
11020,2012,7.1833,0.0916,-0.8917
11020,2013,6.6917,-0.4916,-0.6666
11020,2014,5.8333,-0.8584,-0.325
11020,2015,5.275,-0.5583,0.0
11020,2016,5.4,0.125,0.525
11020,2017,5.05,-0.35,0.6917
11020,2018,4.4833,-0.5667,0.5916
11020,2019,4.5833,0.1,0.9083
11020,2020,8.7333,4.15,0.6333
11020,2021,5.7583,-2.975,0.4083
11020,2022,4.3667,-1.3916,0.7167
11020,2023,3.6667,-0.7,0.0417
11020,2024,3.5333,-0.1334,-0.4917
11020,2025,4.0,0.4667,-0.2636
11060,2009,5.1333,,-4.15
11060,2010,5.6417,0.5084,-3.9666
11060,2011,5.175,-0.4667,-3.7583
11060,2012,4.9583,-0.2167,-3.1167
11060,2013,5.2167,0.2584,-2.1416
11060,2014,4.1583,-1.0584,-2.0
11060,2015,3.9583,-0.2,-1.3167
11060,2016,3.9667,0.0084,-0.9083
11060,2017,3.35,-0.6167,-1.0083
11060,2018,2.7083,-0.6417,-1.1834
11060,2019,2.6,-0.1083,-1.075
11060,2020,3.9417,1.3417,-4.1583
11060,2021,2.8083,-1.1334,-2.5417
11060,2022,2.55,-0.2583,-1.1
11060,2023,2.6583,0.1083,-0.9667
11060,2024,2.6167,-0.0416,-1.4083
11060,2025,2.6818,0.0651,-1.5818
11100,2009,5.2667,,-4.0166
11100,2010,5.7417,0.475,-3.8666
11100,2011,5.6,-0.1417,-3.3333
11100,2012,4.8083,-0.7917,-3.2667
11100,2013,4.6667,-0.1416,-2.6916
11100,2014,3.7083,-0.9584,-2.45
11100,2015,3.1083,-0.6,-2.1667
11100,2016,3.225,0.1167,-1.65
11100,2017,3.1083,-0.1167,-1.25
11100,2018,2.85,-0.2583,-1.0417
11100,2019,2.65,-0.2,-1.025
11100,2020,5.0833,2.4333,-3.0167
11100,2021,4.0167,-1.0666,-1.3333
11100,2022,3.125,-0.8917,-0.525
11100,2023,3.1333,0.0083,-0.4917
11100,2024,3.15,0.0167,-0.875
11100,2025,3.1091,-0.0409,-1.1545
11140,2009,12.9417,,3.6584
11140,2010,12.9417,0.0,3.3334
11140,2011,12.175,-0.7667,3.2417
11140,2012,11.4917,-0.6833,3.4167
11140,2013,10.9167,-0.575,3.5584
11140,2014,9.2583,-1.6584,3.1
11140,2015,8.1917,-1.0666,2.9167
11140,2016,7.0917,-1.1,2.2167
11140,2017,6.325,-0.7667,1.9667
11140,2018,5.5,-0.825,1.6083
11140,2019,4.5417,-0.9583,0.8667
11140,2020,6.7167,2.175,-1.3833
11140,2021,5.125,-1.5917,-0.225
11140,2022,3.9333,-1.1917,0.2833
11140,2023,4.2417,0.3084,0.6167
11140,2024,4.7,0.4583,0.675
11140,2025,4.6727,-0.0273,0.4091
11180,2009,5.1,,-4.1833
11180,2010,4.6,-0.5,-5.0083
11180,2011,4.2167,-0.3833,-4.7166
11180,2012,3.725,-0.4917,-4.35
11180,2013,3.4917,-0.2333,-3.8666
11180,2014,3.0,-0.4917,-3.1583
11180,2015,2.5917,-0.4083,-2.6833
11180,2016,2.6167,0.025,-2.2583
11180,2017,2.2167,-0.4,-2.1416
11180,2018,1.8583,-0.3584,-2.0334
11180,2019,2.05,0.1917,-1.625
11180,2020,3.9417,1.8917,-4.1583
11180,2021,3.0583,-0.8834,-2.2917
11180,2022,2.2917,-0.7666,-1.3583
11180,2023,2.3583,0.0666,-1.2667
11180,2024,2.3917,0.0334,-1.6333
11180,2025,2.9273,0.5356,-1.3363
11220,2009,9.625,,0.3417
11220,2010,10.3167,0.6917,0.7084
11220,2011,10.3167,0.0,1.3834
11220,2012,10.5667,0.25,2.4917
11220,2013,9.425,-1.1417,2.0667
11220,2014,7.5083,-1.9167,1.35
11220,2015,6.575,-0.9333,1.3
11220,2016,5.7167,-0.8583,0.8417
11220,2017,5.6083,-0.1084,1.25
11220,2018,5.0167,-0.5916,1.125
11220,2019,4.8167,-0.2,1.1417
11220,2020,8.3833,3.5666,0.2833
11220,2021,5.625,-2.7583,0.275
11220,2022,4.025,-1.6,0.375
11220,2023,4.3333,0.3083,0.7083
11220,2024,4.3,-0.0333,0.275
11220,2025,4.2455,-0.0545,-0.0181
11260,2009,7.1167,,-2.1666
11260,2010,7.3167,0.2,-2.2916
11260,2011,6.6833,-0.6334,-2.25
11260,2012,6.0583,-0.625,-2.0167
11260,2013,5.8417,-0.2166,-1.5166
11260,2014,5.7333,-0.1084,-0.425
11260,2015,5.4583,-0.275,0.1833
11260,2016,5.95,0.4917,1.075
11260,2017,6.1,0.15,1.7417
11260,2018,5.575,-0.525,1.6833
11260,2019,5.0417,-0.5333,1.3667
11260,2020,8.1333,3.0916,0.0333
11260,2021,6.15,-1.9833,0.8
11260,2022,3.8917,-2.2583,0.2417
11260,2023,3.825,-0.0667,0.2
11260,2024,4.1667,0.3417,0.1417
11260,2025,4.2727,0.106,0.0091
11380,2009,7.0583,,-2.225
11380,2010,6.2833,-0.775,-3.325
11380,2011,5.1917,-1.0916,-3.7416
11380,2012,3.975,-1.2167,-4.1
11380,2013,3.875,-0.1,-3.4833
11380,2014,3.0333,-0.8417,-3.125
11380,2015,3.5167,0.4834,-1.7583
11380,2016,4.9,1.3833,0.025
11380,2017,3.2,-1.7,-1.1583
11380,2018,2.4333,-0.7667,-1.4584
11380,2019,2.3083,-0.125,-1.3667
11380,2020,8.4583,6.15,0.3583
11380,2021,5.7417,-2.7166,0.3917
11380,2022,3.1667,-2.575,-0.4833
11380,2023,2.925,-0.2417,-0.7
11380,2024,3.0,0.075,-1.025
11380,2025,3.1273,0.1273,-1.1363
11420,2009,14.4,,5.1167
11420,2010,10.75,-3.65,1.1417
11420,2011,8.775,-1.975,-0.1583
11420,2012,7.1833,-1.5917,-0.8917
11420,2013,6.1667,-1.0166,-1.1916
11420,2014,4.825,-1.3417,-1.3333
11420,2015,3.9167,-0.9083,-1.3583
11420,2016,4.25,0.3333,-0.625
11420,2017,3.425,-0.825,-0.9333
11420,2018,3.1417,-0.2833,-0.75
11420,2019,3.175,0.0333,-0.5
11420,2020,7.575,4.4,-0.525
11420,2021,3.2667,-4.3083,-2.0833
11420,2022,2.6083,-0.6584,-1.0417
11420,2023,3.3083,0.7,-0.3167
11420,2024,4.1667,0.8584,0.1417
11420,2025,3.6273,-0.5394,-0.6363
11460,2009,8.7333,,-0.55
11460,2010,8.2083,-0.525,-1.4
11460,2011,6.6417,-1.5666,-2.2916
11460,2012,5.9083,-0.7334,-2.1667
11460,2013,5.825,-0.0833,-1.5333
11460,2014,4.85,-0.975,-1.3083
11460,2015,3.725,-1.125,-1.55
11460,2016,3.575,-0.15,-1.3
11460,2017,3.4,-0.175,-0.9583
11460,2018,3.0083,-0.3917,-0.8834
11460,2019,2.8583,-0.15,-0.8167
11460,2020,6.6833,3.825,-1.4167
11460,2021,4.1,-2.5833,-1.25
11460,2022,3.45,-0.65,-0.2
11460,2023,3.2,-0.25,-0.425
11460,2024,3.7583,0.5583,-0.2667
11460,2025,4.5,0.7417,0.2364
11500,2009,9.85,,0.5667
11500,2010,11.175,1.325,1.5667
11500,2011,10.2917,-0.8833,1.3584
11500,2012,9.1083,-1.1834,1.0333
11500,2013,8.925,-0.1833,1.5667
11500,2014,7.9583,-0.9667,1.8
11500,2015,7.05,-0.9083,1.775
11500,2016,6.0833,-0.9667,1.2083
11500,2017,4.7667,-1.3166,0.4084
11500,2018,4.3333,-0.4334,0.4416
11500,2019,3.5333,-0.8,-0.1417
11500,2020,7.175,3.6417,-0.925
11500,2021,3.7417,-3.4333,-1.6083
11500,2022,2.7333,-1.0084,-0.9167
11500,2023,2.55,-0.1833,-1.075
11500,2024,3.2333,0.6833,-0.7917
11500,2025,3.2273,-0.006,-1.0363
11540,2009,8.4167,,-0.8666
11540,2010,7.5917,-0.825,-2.0166
11540,2011,6.6333,-0.9584,-2.3
11540,2012,6.0917,-0.5416,-1.9833
11540,2013,5.8833,-0.2084,-1.475
11540,2014,4.5917,-1.2916,-1.5666
11540,2015,3.7917,-0.8,-1.4833
11540,2016,3.3333,-0.4584,-1.5417
11540,2017,2.8917,-0.4416,-1.4666
11540,2018,2.7083,-0.1834,-1.1834
11540,2019,2.7583,0.05,-0.9167
11540,2020,5.3583,2.6,-2.7417
11540,2021,3.0417,-2.3166,-2.3083
11540,2022,2.3583,-0.6834,-1.2917
11540,2023,2.3333,-0.025,-1.2917
11540,2024,2.475,0.1417,-1.55
11540,2025,2.7636,0.2886,-1.5
11580,2009,9.9667,,0.6834
11580,2010,12.325,2.3583,2.7167
11580,2011,10.6333,-1.6917,1.7
11580,2012,10.3333,-0.3,2.2583
11580,2013,8.6167,-1.7166,1.2584
11580,2014,7.4417,-1.175,1.2834
11580,2015,5.875,-1.5667,0.6
11580,2016,5.3917,-0.4833,0.5167
11580,2017,4.5333,-0.8584,0.175
11580,2018,3.9667,-0.5666,0.075
11580,2019,3.5333,-0.4334,-0.1417
11580,2020,5.425,1.8917,-2.675
11580,2021,4.225,-1.2,-1.125
11580,2022,3.5333,-0.6917,-0.1167
11580,2023,3.5083,-0.025,-0.1167
11580,2024,4.0583,0.55,0.0333
11580,2025,4.9727,0.9144,0.7091
11620,2009,5.6667,,-3.6166
11620,2010,6.7833,1.1166,-2.825
11620,2011,6.075,-0.7083,-2.8583
11620,2012,5.3583,-0.7167,-2.7167
11620,2013,5.15,-0.2083,-2.2083
11620,2014,4.3,-0.85,-1.8583
11620,2015,4.4333,0.1333,-0.8417
11620,2016,4.9417,0.5084,0.0667
11620,2017,4.275,-0.6667,-0.0833
11620,2018,3.35,-0.925,-0.5417
11620,2019,3.2667,-0.0833,-0.4083
11620,2020,7.15,3.8833,-0.95
11620,2021,4.5583,-2.5917,-0.7917
11620,2022,3.4667,-1.0916,-0.1833
11620,2023,3.6083,0.1416,-0.0167
11620,2024,3.8833,0.275,-0.1417
11620,2025,4.4455,0.5622,0.1819
11660,2009,7.975,,-1.3083
11660,2010,8.0583,0.0833,-1.55
11660,2011,9.7583,1.7,0.825
11660,2012,9.5167,-0.2416,1.4417
11660,2013,8.6167,-0.9,1.2584
11660,2014,6.6667,-1.95,0.5084
11660,2015,5.375,-1.2917,0.1
11660,2016,3.95,-1.425,-0.925
11660,2017,3.5583,-0.3917,-0.8
11660,2018,3.35,-0.2083,-0.5417
11660,2019,3.45,0.1,-0.225
11660,2020,5.5417,2.0917,-2.5583
11660,2021,4.3083,-1.2334,-1.0417
11660,2022,3.8833,-0.425,0.2333
11660,2023,4.05,0.1667,0.425
11660,2024,4.1833,0.1333,0.1583
11660,2025,4.7364,0.5531,0.4728
11700,2009,8.7167,,-0.5666
11700,2010,8.7917,0.075,-0.8166
11700,2011,8.3083,-0.4834,-0.625
11700,2012,7.7083,-0.6,-0.3667
11700,2013,6.0167,-1.6916,-1.3416
11700,2014,4.7083,-1.3084,-1.45
11700,2015,4.4833,-0.225,-0.7917
11700,2016,4.075,-0.4083,-0.8
11700,2017,3.6667,-0.4083,-0.6916
11700,2018,3.2167,-0.45,-0.675
11700,2019,3.175,-0.0417,-0.5
11700,2020,7.975,4.8,-0.125
11700,2021,4.325,-3.65,-1.025
11700,2022,3.1167,-1.2083,-0.5333
11700,2023,2.8583,-0.2584,-0.7667
11700,2024,3.95,1.0917,-0.075
11700,2025,4.3091,0.3591,0.0455
11740,2009,12.6583,,3.375
11740,2010,11.6667,-0.9916,2.0584
11740,2011,9.8167,-1.85,0.8834
11740,2012,8.0583,-1.7584,-0.0167
11740,2013,8.0333,-0.025,0.675
11740,2014,5.9917,-2.0416,-0.1666
11740,2015,5.1,-0.8917,-0.175
11740,2016,5.0583,-0.0417,0.1833
11740,2017,4.8417,-0.2166,0.4834
11740,2018,4.475,-0.3667,0.5833
11740,2019,4.0667,-0.4083,0.3917
11740,2020,6.475,2.4083,-1.625
11740,2021,4.4583,-2.0167,-0.8917
11740,2022,3.7833,-0.675,0.1333
11740,2023,3.5,-0.2833,-0.125
11740,2024,4.3,0.8,0.275
11740,2025,4.7727,0.4727,0.5091
11820,2009,8.625,,-0.6583
11820,2010,9.9583,1.3333,0.35
11820,2011,9.4,-0.5583,0.4667
11820,2012,8.6417,-0.7583,0.5667
11820,2013,7.675,-0.9667,0.3167
11820,2014,6.4917,-1.1833,0.3334
11820,2015,5.3333,-1.1584,0.0583
11820,2016,4.7167,-0.6166,-0.1583
11820,2017,4.1,-0.6167,-0.2583
11820,2018,4.0417,-0.0583,0.15
11820,2019,3.775,-0.2667,0.1
11820,2020,9.575,5.8,1.475
11820,2021,5.9667,-3.6083,0.6167
11820,2022,4.15,-1.8167,0.5
11820,2023,3.7833,-0.3667,0.1583
11820,2024,4.2083,0.425,0.1833
11820,2025,5.0364,0.8281,0.7728
11860,2009,9.4417,,0.1584
11860,2010,9.7583,0.3166,0.15
11860,2011,8.8667,-0.8916,-0.0666
11860,2012,7.6417,-1.225,-0.4333
11860,2013,8.55,0.9083,1.1917
11860,2014,6.4917,-2.0583,0.3334
11860,2015,6.125,-0.3667,0.85
11860,2016,5.4667,-0.6583,0.5917
11860,2017,4.5667,-0.9,0.2084
11860,2018,3.975,-0.5917,0.0833
11860,2019,4.5083,0.5333,0.8333
11860,2020,5.8667,1.3584,-2.2333
11860,2021,3.4583,-2.4084,-1.8917
11860,2022,3.0833,-0.375,-0.5667
11860,2023,3.1167,0.0334,-0.5083
11860,2024,3.8667,0.75,-0.1583
