CBSA_CODE,YEAR,unemployment_rate,unemployment_yoy,unemployment_vs_national
14540,2009,11.2917,,2.0084
14540,2010,10.0583,-1.2334,0.45
14540,2011,8.8167,-1.2416,-0.1166
14540,2012,7.4333,-1.3834,-0.6417
14540,2013,7.2083,-0.225,-0.15
14540,2014,5.8833,-1.325,-0.275
14540,2015,4.725,-1.1583,-0.55
14540,2016,3.9333,-0.7917,-0.9417
14540,2017,3.925,-0.0083,-0.4333
14540,2018,3.525,-0.4,-0.3667
14540,2019,3.625,0.1,-0.05
14540,2020,6.1,2.475,-2.0
14540,2021,3.9167,-2.1833,-1.4333
14540,2022,3.675,-0.2417,0.025
14540,2023,4.0417,0.3667,0.4167
14540,2024,4.7583,0.7166,0.7333
14540,2025,4.5364,-0.2219,0.2728
14580,2009,7.25,,-2.0333
14580,2010,6.6833,-0.5667,-2.925
14580,2011,5.7417,-0.9416,-3.1916
14580,2012,4.9583,-0.7834,-3.1167
14580,2013,4.0667,-0.8916,-3.2916
14580,2014,3.4833,-0.5834,-2.675
14580,2015,3.0583,-0.425,-2.2167
14580,2016,2.9583,-0.1,-1.9167
14580,2017,2.8917,-0.0666,-1.4666
14580,2018,2.6083,-0.2834,-1.2834
14580,2019,2.375,-0.2333,-1.3
14580,2020,5.2083,2.8333,-2.8917
14580,2021,2.55,-2.6583,-2.8
14580,2022,1.9833,-0.5667,-1.6667
14580,2023,2.0833,0.1,-1.5417
14580,2024,2.2917,0.2084,-1.7333
14580,2025,2.4091,0.1174,-1.8545
14620,2009,10.2083,,0.925
14620,2010,9.725,-0.4833,0.1167
14620,2011,8.4917,-1.2333,-0.4416
14620,2012,8.0917,-0.4,0.0167
14620,2013,7.8417,-0.25,0.4834
14620,2014,6.4917,-1.35,0.3334
14620,2015,6.2,-0.2917,0.925
14620,2016,6.375,0.175,1.5
14620,2017,6.0167,-0.3583,1.6584
14620,2018,4.825,-1.1917,0.9333
14620,2019,5.0667,0.2417,1.3917
14620,2020,9.3417,4.275,1.2417
14620,2021,6.275,-3.0667,0.925
14620,2022,4.975,-1.3,1.325
14620,2023,4.5583,-0.4167,0.9333
14620,2024,4.0917,-0.4666,0.0667
14620,2025,4.5182,0.4265,0.2546
14660,2009,9.925,,0.6417
14660,2010,9.8833,-0.0417,0.275
14660,2011,9.2917,-0.5916,0.3584
14660,2012,8.1667,-1.125,0.0917
14660,2013,7.4417,-0.725,0.0834
14660,2014,6.3667,-1.075,0.2084
14660,2015,5.7583,-0.6084,0.4833
14660,2016,5.7333,-0.025,0.8583
14660,2017,4.975,-0.7583,0.6167
14660,2018,4.5167,-0.4583,0.625
14660,2019,4.85,0.3333,1.175
14660,2020,8.025,3.175,-0.075
14660,2021,4.525,-3.5,-0.825
14660,2022,3.425,-1.1,-0.225
14660,2023,3.8667,0.4417,0.2417
14660,2024,4.0167,0.15,-0.0083
14660,2025,5.0455,1.0288,0.7819
14700,2009,11.8583,,2.575
14700,2010,13.8417,1.9834,4.2334
14700,2011,13.325,-0.5167,4.3917
14700,2012,11.6333,-1.6917,3.5583
14700,2013,10.8167,-0.8166,3.4584
14700,2014,9.8833,-0.9334,3.725
14700,2015,8.3333,-1.55,3.0583
14700,2016,7.2083,-1.125,2.3333
14700,2017,5.8333,-1.375,1.475
14700,2018,5.25,-0.5833,1.3583
14700,2019,5.0667,-0.1833,1.3917
14700,2020,12.7833,7.7166,4.6833
14700,2021,7.075,-5.7083,1.725
14700,2022,4.175,-2.9,0.525
14700,2023,4.925,0.75,1.3
14700,2024,5.6167,0.6917,1.5917
14700,2025,6.1545,0.5378,1.8909
14720,2009,7.2667,,-2.0166
14720,2010,8.025,0.7583,-1.5833
14720,2011,7.5583,-0.4667,-1.375
14720,2012,6.6667,-0.8916,-1.4083
14720,2013,5.3667,-1.3,-1.9916
14720,2014,3.5833,-1.7834,-2.575
14720,2015,2.6583,-0.925,-2.6167
14720,2016,2.3083,-0.35,-2.5667
14720,2017,1.9333,-0.375,-2.425
14720,2018,2.3,0.3667,-1.5917
14720,2019,2.0,-0.3,-1.675
14720,2020,10.1833,8.1833,2.0833
14720,2021,4.8583,-5.325,-0.4917
14720,2022,2.525,-2.3333,-1.125
14720,2023,2.6083,0.0833,-1.0167
14720,2024,3.25,0.6417,-0.775
14720,2025,3.2091,-0.0409,-1.0545
14740,2009,7.5667,,-1.7166
14740,2010,8.0167,0.45,-1.5916
14740,2011,8.2583,0.2416,-0.675
14740,2012,8.1333,-0.125,0.0583
14740,2013,6.9333,-1.2,-0.425
14740,2014,5.95,-0.9833,-0.2083
14740,2015,5.6083,-0.3417,0.3333
14740,2016,5.725,0.1167,0.85
14740,2017,5.0583,-0.6667,0.7
14740,2018,4.9417,-0.1166,1.05
14740,2019,4.9167,-0.025,1.2417
14740,2020,7.7667,2.85,-0.3333
14740,2021,4.95,-2.8167,-0.4
14740,2022,4.025,-0.925,0.375
14740,2023,4.0583,0.0333,0.4333
14740,2024,4.5083,0.45,0.4833
14740,2025,4.2455,-0.2628,-0.0181
14780,2009,6.0417,,-3.2416
14780,2010,7.2917,1.25,-2.3166
14780,2011,6.8333,-0.4584,-2.1
14780,2012,5.6,-1.2333,-2.475
14780,2013,5.5083,-0.0917,-1.85
14780,2014,4.65,-0.8583,-1.5083
14780,2015,4.7917,0.1417,-0.4833
14780,2016,4.8417,0.05,-0.0333
14780,2017,4.0417,-0.8,-0.3166
14780,2018,3.5833,-0.4584,-0.3084
14780,2019,3.2167,-0.3666,-0.4583
14780,2020,5.4,2.1833,-2.7
14780,2021,5.025,-0.375,-0.325
14780,2022,3.8667,-1.1583,0.2167
14780,2023,3.8417,-0.025,0.2167
14780,2024,3.75,-0.0917,-0.275
14780,2025,3.8455,0.0955,-0.4181
14820,2009,9.5167,,0.2334
14820,2010,9.75,0.2333,0.1417
14820,2011,9.525,-0.225,0.5917
14820,2012,9.0083,-0.5167,0.9333
14820,2013,7.25,-1.7583,-0.1083
14820,2014,5.675,-1.575,-0.4833
14820,2015,5.3917,-0.2833,0.1167
14820,2016,4.9583,-0.4334,0.0833
14820,2017,4.3583,-0.6,0.0
14820,2018,3.8833,-0.475,-0.0084
14820,2019,3.7083,-0.175,0.0333
14820,2020,6.3167,2.6084,-1.7833
14820,2021,4.2417,-2.075,-1.1083
14820,2022,3.4917,-0.75,-0.1583
14820,2023,3.2417,-0.25,-0.3833
14820,2024,3.4833,0.2416,-0.5417
14820,2025,3.6273,0.144,-0.6363
15020,2009,10.0167,,0.7334
15020,2010,10.2833,0.2666,0.675
15020,2011,9.5667,-0.7166,0.6334
15020,2012,8.4417,-1.125,0.3667
15020,2013,7.6583,-0.7834,0.3
15020,2014,6.6583,-1.0,0.5
15020,2015,6.1167,-0.5416,0.8417
15020,2016,6.1583,0.0416,1.2833
15020,2017,5.6333,-0.525,1.275
15020,2018,5.1333,-0.5,1.2416
15020,2019,6.0167,0.8834,2.3417
15020,2020,7.65,1.6333,-0.45
15020,2021,5.225,-2.425,-0.125
15020,2022,3.8167,-1.4083,0.1667
15020,2023,3.2583,-0.5584,-0.3667
15020,2024,3.2333,-0.025,-0.7917
15020,2025,4.0182,0.7849,-0.2454
15060,2009,12.4667,,3.1834
15060,2010,12.5833,0.1166,2.975
15060,2011,11.975,-0.6083,3.0417
15060,2012,11.6167,-0.3583,3.5417
15060,2013,10.4583,-1.1584,3.1
15060,2014,9.9333,-0.525,3.775
15060,2015,8.0417,-1.8916,2.7667
15060,2016,7.2333,-0.8084,2.3583
15060,2017,6.475,-0.7583,2.1167
15060,2018,6.4,-0.075,2.5083
15060,2019,5.5833,-0.8167,1.9083
15060,2020,9.375,3.7917,1.275
15060,2021,7.0833,-2.2917,1.7333
15060,2022,5.5333,-1.55,1.8833
15060,2023,5.0833,-0.45,1.4583
15060,2024,5.8,0.7167,1.775
15060,2025,6.4727,0.6727,2.2091
15100,2009,3.4917,,-5.7916
15100,2010,4.5667,1.075,-5.0416
15100,2011,4.2667,-0.3,-4.6666
15100,2012,3.6833,-0.5834,-4.3917
15100,2013,3.3583,-0.325,-4.0
15100,2014,3.1,-0.2583,-3.0583
15100,2015,2.8917,-0.2083,-2.3833
15100,2016,2.7333,-0.1584,-2.1417
15100,2017,2.8333,0.1,-1.525
15100,2018,2.5583,-0.275,-1.3334
15100,2019,2.65,0.0917,-1.025
15100,2020,3.8333,1.1833,-4.2667
15100,2021,2.575,-1.2583,-2.775
15100,2022,1.8667,-0.7083,-1.7833
15100,2023,1.7333,-0.1334,-1.8917
15100,2024,1.75,0.0167,-2.275
15100,2025,2.0091,0.2591,-2.2545
15180,2009,9.75,,0.4667
15180,2010,11.3,1.55,1.6917
15180,2011,11.8833,0.5833,2.95
15180,2012,10.2417,-1.6416,2.1667
15180,2013,10.0667,-0.175,2.7084
15180,2014,8.425,-1.6417,2.2667
15180,2015,7.1833,-1.2417,1.9083
15180,2016,7.0417,-0.1416,2.1667
15180,2017,6.8417,-0.2,2.4834
15180,2018,6.025,-0.8167,2.1333
15180,2019,5.375,-0.65,1.7
15180,2020,9.9583,4.5833,1.8583
15180,2021,7.8083,-2.15,2.4583
15180,2022,5.6,-2.2083,1.95
15180,2023,5.3,-0.3,1.675
15180,2024,5.225,-0.075,1.2
15180,2025,6.6636,1.4386,2.4
15220,2009,6.8333,,-2.45
15220,2010,8.3167,1.4834,-1.2916
15220,2011,8.325,0.0083,-0.6083
15220,2012,6.75,-1.575,-1.325
15220,2013,6.525,-0.225,-0.8333
15220,2014,5.2333,-1.2917,-0.925
15220,2015,4.35,-0.8833,-0.925
15220,2016,3.9917,-0.3583,-0.8833
15220,2017,3.6,-0.3917,-0.7583
15220,2018,3.4583,-0.1417,-0.4334
15220,2019,3.4333,-0.025,-0.2417
15220,2020,6.025,2.5917,-2.075
15220,2021,4.7833,-1.2417,-0.5667
15220,2022,3.9917,-0.7916,0.3417
15220,2023,3.95,-0.0417,0.325
15220,2024,3.6833,-0.2667,-0.3417
15220,2025,3.8727,0.1894,-0.3909
15260,2009,8.95,,-0.3333
15260,2010,10.3333,1.3833,0.725
15260,2011,10.65,0.3167,1.7167
15260,2012,9.7083,-0.9417,1.6333
15260,2013,8.7917,-0.9166,1.4334
15260,2014,7.7917,-1.0,1.6334
15260,2015,6.4083,-1.3834,1.1333
15260,2016,5.6083,-0.8,0.7333
15260,2017,4.9083,-0.7,0.55
15260,2018,3.8167,-1.0916,-0.075
15260,2019,3.5833,-0.2334,-0.0917
15260,2020,6.5583,2.975,-1.5417
15260,2021,3.7333,-2.825,-1.6167
15260,2022,3.025,-0.7083,-0.625
15260,2023,2.9,-0.125,-0.725
15260,2024,3.1083,0.2083,-0.9167
15260,2025,3.1091,0.0008,-1.1545
15340,2009,14.975,,5.6917
15340,2010,12.6083,-2.3667,3.0
15340,2011,11.45,-1.1583,2.5167
15340,2012,9.0667,-2.3833,0.9917
15340,2013,9.1083,0.0416,1.75
15340,2014,6.7333,-2.375,0.575
15340,2015,5.875,-0.8583,0.6
15340,2016,5.7333,-0.1417,0.8583
15340,2017,5.4,-0.3333,1.0417
15340,2018,4.9583,-0.4417,1.0666
15340,2019,4.45,-0.5083,0.775
15340,2020,8.8667,4.4167,0.7667
15340,2021,5.6917,-3.175,0.3417
15340,2022,4.5083,-1.1834,0.8583
15340,2023,4.1917,-0.3166,0.5667
15340,2024,4.8417,0.65,0.8167
15340,2025,5.4545,0.6128,1.1909
15380,2009,8.5,,-0.7833
15380,2010,8.75,0.25,-0.8583
15380,2011,8.275,-0.475,-0.6583
15380,2012,8.6333,0.3583,0.5583
15380,2013,7.8,-0.8333,0.4417
15380,2014,6.3,-1.5,0.1417
15380,2015,5.5,-0.8,0.225
15380,2016,5.0167,-0.4833,0.1417
15380,2017,5.1667,0.15,0.8084
15380,2018,4.4083,-0.7584,0.5166
15380,2019,4.0833,-0.325,0.4083
15380,2020,9.0917,5.0084,0.9917
15380,2021,5.3667,-3.725,0.0167
15380,2022,3.6,-1.7667,-0.05
15380,2023,3.6,0.0,-0.025
15380,2024,3.9167,0.3167,-0.1083
15380,2025,4.0182,0.1015,-0.2454
15420,2009,6.5417,,-2.7416
15420,2010,7.325,0.7833,-2.2833
15420,2011,6.8333,-0.4917,-2.1
15420,2012,6.175,-0.6583,-1.9
15420,2013,6.0917,-0.0833,-1.2666
15420,2014,4.025,-2.0667,-2.1333
15420,2015,3.3,-0.725,-1.975
15420,2016,3.1583,-0.1417,-1.7167
15420,2017,2.7,-0.4583,-1.6583
15420,2018,2.4667,-0.2333,-1.425
15420,2019,2.5583,0.0916,-1.1167
15420,2020,4.125,1.5667,-3.975
15420,2021,3.25,-0.875,-2.1
15420,2022,2.7917,-0.4583,-0.8583
15420,2023,2.9667,0.175,-0.6583
15420,2024,3.1667,0.2,-0.8583
15420,2025,3.2182,0.0515,-1.0454
15460,2009,8.325,,-0.9583
15460,2010,7.8583,-0.4667,-1.75
15460,2011,7.0167,-0.8416,-1.9166
15460,2012,6.4167,-0.6,-1.6583
15460,2013,6.3,-0.1167,-1.0583
15460,2014,5.225,-1.075,-0.9333
15460,2015,4.8917,-0.3333,-0.3833
15460,2016,5.025,0.1333,0.15
15460,2017,4.275,-0.75,-0.0833
15460,2018,3.5583,-0.7167,-0.3334
15460,2019,3.9417,0.3834,0.2667
15460,2020,7.2,3.2583,-0.9
15460,2021,5.4833,-1.7167,0.1333
15460,2022,4.225,-1.2583,0.575
15460,2023,4.0667,-0.1583,0.4417
15460,2024,3.9083,-0.1584,-0.1167
15460,2025,4.3818,0.4735,0.1182
15500,2009,11.925,,2.6417
15500,2010,10.8417,-1.0833,1.2334
15500,2011,9.75,-1.0917,0.8167
15500,2012,8.825,-0.925,0.75
15500,2013,7.0667,-1.7583,-0.2916
15500,2014,5.5083,-1.5584,-0.65
15500,2015,5.2917,-0.2166,0.0167
15500,2016,4.825,-0.4667,-0.05
15500,2017,4.3333,-0.4917,-0.025
15500,2018,3.85,-0.4833,-0.0417
15500,2019,3.8417,-0.0083,0.1667
15500,2020,7.2667,3.425,-0.8333
15500,2021,4.9583,-2.3084,-0.3917
15500,2022,3.7833,-1.175,0.1333
15500,2023,3.4833,-0.3,-0.1417
15500,2024,3.575,0.0917,-0.45
15500,2025,3.7364,0.1614,-0.5272
15540,2009,5.8333,,-3.45
15540,2010,5.175,-0.6583,-4.4333
15540,2011,4.4333,-0.7417,-4.5
15540,2012,3.85,-0.5833,-4.225
15540,2013,3.65,-0.2,-3.7083
15540,2014,3.2333,-0.4167,-2.925
15540,2015,2.85,-0.3833,-2.425
15540,2016,2.625,-0.225,-2.25
15540,2017,2.4917,-0.1333,-1.8666
15540,2018,2.1,-0.3917,-1.7917
15540,2019,1.75,-0.35,-1.925
15540,2020,4.9167,3.1667,-3.1833
15540,2021,3.2167,-1.7,-2.1333
15540,2022,2.025,-1.1917,-1.625
15540,2023,1.6167,-0.4083,-2.0083
15540,2024,2.025,0.4083,-2.0
15540,2025,2.3182,0.2932,-1.9454
15580,2009,6.5417,,-2.7416
15580,2010,6.3917,-0.15,-3.2166
15580,2011,6.2917,-0.1,-2.6416
15580,2012,5.8667,-0.425,-2.2083
15580,2013,5.3667,-0.5,-1.9916
15580,2014,4.9167,-0.45,-1.2416
15580,2015,4.3917,-0.525,-0.8833
15580,2016,4.5917,0.2,-0.2833
15580,2017,4.4417,-0.15,0.0834
15580,2018,4.15,-0.2917,0.2583
15580,2019,3.925,-0.225,0.25
15580,2020,6.7667,2.8417,-1.3333
15580,2021,3.7583,-3.0084,-1.5917
15580,2022,3.0,-0.7583,-0.65
15580,2023,3.1667,0.1667,-0.4583
15580,2024,3.375,0.2083,-0.65
15580,2025,3.3545,-0.0205,-0.9091
15620,2009,17.1167,,7.8334
15620,2010,14.0,-3.1167,4.3917
15620,2011,11.4667,-2.5333,2.5334
15620,2012,10.5167,-0.95,2.4417
15620,2013,10.4667,-0.05,3.1084
15620,2014,8.25,-2.2167,2.0917
15620,2015,6.6583,-1.5917,1.3833
15620,2016,5.8833,-0.775,1.0083
15620,2017,5.5917,-0.2916,1.2334
15620,2018,4.8583,-0.7334,0.9666
15620,2019,4.6667,-0.1916,0.9917
15620,2020,10.0583,5.3916,1.9583
15620,2021,5.5,-4.5583,0.15
15620,2022,4.6917,-0.8083,1.0417
15620,2023,4.75,0.0583,1.125
15620,2024,5.5667,0.8167,1.5417
15620,2025,6.2636,0.6969,2.0
15660,2009,12.9667,,3.6834
15660,2010,12.5667,-0.4,2.9584
15660,2011,11.475,-1.0917,2.5417
15660,2012,9.6083,-1.8667,1.5333
15660,2013,8.7833,-0.825,1.425
15660,2014,7.3083,-1.475,1.15
15660,2015,5.9833,-1.325,0.7083
15660,2016,5.6583,-0.325,0.7833
15660,2017,4.6417,-1.0166,0.2834
15660,2018,3.8667,-0.775,-0.025
15660,2019,3.5083,-0.3584,-0.1667
15660,2020,5.4917,1.9834,-2.6083
15660,2021,3.2417,-2.25,-2.1083
15660,2022,2.9083,-0.3334,-0.7417
15660,2023,3.025,0.1167,-0.6
15660,2024,3.425,0.4,-0.6
15660,2025,3.2909,-0.1341,-0.9727
15700,2009,10.825,,1.5417
15700,2010,11.55,0.725,1.9417
15700,2011,11.1917,-0.3583,2.2584
15700,2012,10.7333,-0.4584,2.6583
15700,2013,9.775,-0.9583,2.4167
15700,2014,8.2583,-1.5167,2.1
15700,2015,7.125,-1.1333,1.85
15700,2016,6.075,-1.05,1.2
15700,2017,5.725,-0.35,1.3667
15700,2018,5.1167,-0.6083,1.225
15700,2019,4.5,-0.6167,0.825
15700,2020,6.5167,2.0167,-1.5833
15700,2021,5.3667,-1.15,0.0167
15700,2022,3.4667,-1.9,-0.1833
15700,2023,2.5167,-0.95,-1.1083
15700,2024,3.55,1.0333,-0.475
15700,2025,3.9909,0.4409,-0.2727
15740,2009,12.3167,,3.0334
15740,2010,12.5167,0.2,2.9084
15740,2011,10.7417,-1.775,1.8084
15740,2012,8.9833,-1.7584,0.9083
15740,2013,8.6167,-0.3666,1.2584
15740,2014,6.7917,-1.825,0.6334
15740,2015,6.2917,-0.5,1.0167
15740,2016,7.675,1.3833,2.8
15740,2017,6.425,-1.25,2.0667
15740,2018,5.8833,-0.5417,1.9916
15740,2019,5.8667,-0.0166,2.1917
15740,2020,9.3083,3.4416,1.2083
15740,2021,6.1917,-3.1166,0.8417
15740,2022,5.2333,-0.9584,1.5833
15740,2023,4.8167,-0.4166,1.1917
15740,2024,5.5417,0.725,1.5167
15740,2025,6.1364,0.5947,1.8728
15780,2009,7.975,,-1.3083
15780,2010,8.9583,0.9833,-0.65
15780,2011,9.775,0.8167,0.8417
15780,2012,9.725,-0.05,1.65
15780,2013,9.1,-0.625,1.7417
15780,2014,7.4667,-1.6333,1.3084
15780,2015,6.025,-1.4417,0.75
15780,2016,5.2417,-0.7833,0.3667
15780,2017,4.7583,-0.4834,0.4
15780,2018,4.7083,-0.05,0.8166
15780,2019,5.275,0.5667,1.6
15780,2020,6.425,1.15,-1.675
15780,2021,4.1083,-2.3167,-1.2417
15780,2022,3.6417,-0.4666,-0.0083
15780,2023,3.6833,0.0416,0.0583
15780,2024,4.1917,0.5084,0.1667
15780,2025,4.7364,0.5447,0.4728
15820,2009,11.15,,1.8667
15820,2010,12.2583,1.1083,2.65
15820,2011,10.45,-1.8083,1.5167
15820,2012,9.2333,-1.2167,1.1583
15820,2013,8.975,-0.2583,1.6167
15820,2014,7.3583,-1.6167,1.2
15820,2015,5.7667,-1.5916,0.4917
15820,2016,5.3667,-0.4,0.4917
15820,2017,4.8667,-0.5,0.5084
15820,2018,4.575,-0.2917,0.6833
15820,2019,4.5417,-0.0333,0.8667
15820,2020,6.2583,1.7166,-1.8417
15820,2021,4.1667,-2.0916,-1.1833
15820,2022,4.3,0.1333,0.65
15820,2023,4.425,0.125,0.8
15820,2024,5.4,0.975,1.375
15820,2025,5.2545,-0.1455,0.9909
15940,2009,11.7,,2.4167
15940,2010,11.225,-0.475,1.6167
15940,2011,9.3417,-1.8833,0.4084
15940,2012,7.525,-1.8167,-0.55
15940,2013,7.5333,0.0083,0.175
15940,2014,5.8417,-1.6916,-0.3166
15940,2015,5.3833,-0.4584,0.1083
15940,2016,5.675,0.2917,0.8
15940,2017,5.325,-0.35,0.9667
15940,2018,4.975,-0.35,1.0833
15940,2019,4.6333,-0.3417,0.9583
15940,2020,8.2833,3.65,0.1833
15940,2021,5.4833,-2.8,0.1333
15940,2022,4.1333,-1.35,0.4833
15940,2023,3.9167,-0.2166,0.2917
15940,2024,4.5333,0.6166,0.5083
15940,2025,5.0455,0.5122,0.7819
15980,2009,12.125,,2.8417
15980,2010,12.55,0.425,2.9417
15980,2011,11.025,-1.525,2.0917
15980,2012,9.1333,-1.8917,1.0583
15980,2013,7.6333,-1.5,0.275
15980,2014,6.2583,-1.375,0.1
15980,2015,5.2083,-1.05,-0.0667
15980,2016,4.75,-0.4583,-0.125
15980,2017,4.2,-0.55,-0.1583
15980,2018,3.55,-0.65,-0.3417
15980,2019,3.275,-0.275,-0.4
15980,2020,7.875,4.6,-0.225
15980,2021,4.4167,-3.4583,-0.9333
15980,2022,3.4083,-1.0084,-0.2417
15980,2023,3.2833,-0.125,-0.3417
15980,2024,3.5333,0.25,-0.4917
15980,2025,4.3727,0.8394,0.1091
16020,2009,7.8,,-1.4833
16020,2010,7.7917,-0.0083,-1.8166
16020,2011,7.4583,-0.3334,-1.475
16020,2012,6.2,-1.2583,-1.875
16020,2013,6.3167,0.1167,-1.0416
16020,2014,5.9167,-0.4,-0.2416
16020,2015,4.7667,-1.15,-0.5083
16020,2016,4.6417,-0.125,-0.2333
16020,2017,3.8083,-0.8334,-0.55
16020,2018,3.125,-0.6833,-0.7667
16020,2019,3.1,-0.025,-0.575
16020,2020,5.4167,2.3167,-2.6833
16020,2021,3.6333,-1.7834,-1.7167
16020,2022,2.5,-1.1333,-1.15
16020,2023,2.8917,0.3917,-0.7333
16020,2024,3.4667,0.575,-0.5583
16020,2025,3.7455,0.2788,-0.5181
16060,2009,7.1917,,-2.0916
16060,2010,8.3,1.1083,-1.3083
16060,2011,8.0333,-0.2667,-0.9
16060,2012,7.9,-0.1333,-0.175
16060,2013,7.9167,0.0167,0.5584
16060,2014,6.3833,-1.5334,0.225
16060,2015,5.5417,-0.8416,0.2667
16060,2016,5.7667,0.225,0.8917
16060,2017,4.8833,-0.8834,0.525
16060,2018,5.05,0.1667,1.1583
16060,2019,4.0583,-0.9917,0.3833
16060,2020,8.4833,4.425,0.3833
16060,2021,6.175,-2.3083,0.825
16060,2022,4.7,-1.475,1.05
16060,2023,4.8833,0.1833,1.2583
16060,2024,4.7833,-0.1,0.7583
16060,2025,4.5545,-0.2288,0.2909
16100,2009,5.5,,-3.7833
16100,2010,6.1583,0.6583,-3.45
16100,2011,4.85,-1.3083,-4.0833
16100,2012,4.55,-0.3,-3.525
16100,2013,4.5667,0.0167,-2.7916
16100,2014,4.35,-0.2167,-1.8083
16100,2015,4.9833,0.6333,-0.2917
16100,2016,7.2083,2.225,2.3333
16100,2017,5.7417,-1.4666,1.3834
16100,2018,3.7167,-2.025,-0.175
16100,2019,3.5333,-0.1834,-0.1417
16100,2020,7.1833,3.65,-0.9167
16100,2021,7.2333,0.05,1.8833
16100,2022,3.6833,-3.55,0.0333
16100,2023,2.8083,-0.875,-0.8167
16100,2024,3.275,0.4667,-0.75
16100,2025,3.3091,0.0341,-0.9545
16180,2009,10.8,,1.5167
16180,2010,13.1917,2.3917,3.5834
16180,2011,13.1417,-0.05,4.2084
16180,2012,12.0833,-1.0584,4.0083
16180,2013,10.7667,-1.3166,3.4084
16180,2014,8.9417,-1.825,2.7834
16180,2015,7.3167,-1.625,2.0417
16180,2016,5.7917,-1.525,0.9167
16180,2017,4.7083,-1.0834,0.35
16180,2018,4.275,-0.4333,0.3833
16180,2019,3.9083,-0.3667,0.2333
16180,2020,8.15,4.2417,0.05
16180,2021,4.275,-3.875,-1.075
16180,2022,4.1833,-0.0917,0.5333
16180,2023,4.4,0.2167,0.775
16180,2024,4.6917,0.2917,0.6667
16180,2025,4.3273,-0.3644,0.0637
16220,2009,6.5583,,-2.725
16220,2010,7.4417,0.8834,-2.1666
16220,2011,6.3667,-1.075,-2.5666
16220,2012,5.1833,-1.1834,-2.8917
16220,2013,4.5583,-0.625,-2.8
16220,2014,4.2417,-0.3166,-1.9166
16220,2015,4.8667,0.625,-0.4083
16220,2016,6.6583,1.7916,1.7833
16220,2017,5.1167,-1.5416,0.7584
16220,2018,4.3917,-0.725,0.5
16220,2019,3.7833,-0.6084,0.1083
16220,2020,7.4583,3.675,-0.6417
16220,2021,5.7,-1.7583,0.35
16220,2022,3.7083,-1.9917,0.0583
16220,2023,3.0,-0.7083,-0.625
16220,2024,3.275,0.275,-0.75
16220,2025,3.4273,0.1523,-0.8363
16260,2009,9.1417,,-0.1416
16260,2010,10.05,0.9083,0.4417
16260,2011,8.7833,-1.2667,-0.15
16260,2012,6.0417,-2.7416,-2.0333
16260,2013,5.0833,-0.9584,-2.275
16260,2014,4.3,-0.7833,-1.8583
16260,2015,4.3333,0.0333,-0.9417
16260,2016,3.9833,-0.35,-0.8917
16260,2017,3.8167,-0.1666,-0.5416
16260,2018,3.15,-0.6667,-0.7417
16260,2019,2.7583,-0.3917,-0.9167
16260,2020,4.3833,1.625,-3.7167
16260,2021,2.7917,-1.5916,-2.5583
16260,2022,2.45,-0.3417,-1.2
16260,2023,2.575,0.125,-1.05
16260,2024,2.9917,0.4167,-1.0333
16260,2025,3.1091,0.1174,-1.1545
16300,2009,6.2333,,-3.05
16300,2010,6.1083,-0.125,-3.5
16300,2011,5.7667,-0.3416,-3.1666
16300,2012,5.1917,-0.575,-2.8833
16300,2013,5.025,-0.1667,-2.3333
16300,2014,4.4667,-0.5583,-1.6916
16300,2015,3.7917,-0.675,-1.4833
16300,2016,3.5583,-0.2334,-1.3167
16300,2017,3.2083,-0.35,-1.15
16300,2018,2.7417,-0.4666,-1.15
16300,2019,2.7333,-0.0084,-0.9417
16300,2020,5.8917,3.1584,-2.2083
16300,2021,4.3083,-1.5834,-1.0417
16300,2022,3.0417,-1.2666,-0.6083
16300,2023,3.3,0.2583,-0.325
16300,2024,3.3583,0.0583,-0.6667
16300,2025,3.9364,0.5781,-0.3272
16340,2009,10.7583,,1.475
16340,2010,11.9083,1.15,2.3
16340,2011,11.35,-0.5583,2.4167
16340,2012,9.8333,-1.5167,1.7583
16340,2013,8.8333,-1.0,1.475
16340,2014,7.825,-1.0083,1.6667
16340,2015,6.7167,-1.1083,1.4417
16340,2016,5.8917,-0.825,1.0167
16340,2017,4.9833,-0.9084,0.625
16340,2018,4.0083,-0.975,0.1166
16340,2019,3.625,-0.3833,-0.05
16340,2020,5.7333,2.1083,-2.3667
16340,2021,3.4667,-2.2666,-1.8833
16340,2022,3.0417,-0.425,-0.6083
16340,2023,3.2833,0.2416,-0.3417
16340,2024,3.675,0.3917,-0.35
16340,2025,3.5091,-0.1659,-0.7545
16380,2009,9.0667,,-0.2166
16380,2010,8.325,-0.7417,-1.2833
16380,2011,6.725,-1.6,-2.2083
16380,2012,5.1333,-1.5917,-2.9417
16380,2013,5.0833,-0.05,-2.275
16380,2014,3.8417,-1.2416,-2.3166
16380,2015,3.3333,-0.5084,-1.9417
16380,2016,3.425,0.0917,-1.45
16380,2017,3.2,-0.225,-1.1583
16380,2018,2.8833,-0.3167,-1.0084
16380,2019,2.7833,-0.1,-0.8917
16380,2020,5.5917,2.8084,-2.5083
16380,2021,3.4,-2.1917,-1.95
16380,2022,2.8333,-0.5667,-0.8167
16380,2023,2.4833,-0.35,-1.1417
16380,2024,3.2667,0.7834,-0.7583
16380,2025,3.5091,0.2424,-0.7545
16460,2009,11.725,,2.4417
