CBSA_CODE,YEAR,MONTH,unemployment_rate_monthly
29300,2022,6,3.1
29300,2022,7,3.2
29300,2022,8,3.2
29300,2022,9,2.5
29300,2022,10,2.7
29300,2022,11,2.5
29300,2022,12,2.5
29300,2023,1,3.0
29300,2023,2,2.8
29300,2023,3,2.6
29300,2023,4,2.1
29300,2023,5,2.6
29300,2023,6,2.9
29300,2023,7,2.9
29300,2023,8,3.0
29300,2023,9,2.5
29300,2023,10,2.7
29300,2023,11,2.4
29300,2023,12,2.5
29300,2024,1,3.0
29300,2024,2,2.8
29300,2024,3,2.7
29300,2024,4,2.3
29300,2024,5,2.7
29300,2024,6,3.2
29300,2024,7,3.6
29300,2024,8,3.4
29300,2024,9,2.9
29300,2024,10,3.0
29300,2024,11,3.1
29300,2024,12,3.2
29300,2025,1,3.1
29300,2025,2,3.1
29300,2025,3,3.2
29300,2025,4,2.8
29300,2025,5,3.0
29300,2025,6,3.2
29300,2025,7,3.2
29300,2025,8,2.9
29300,2025,9,2.9
29300,2025,11,3.0
29300,2025,12,2.5
29340,2009,1,5.3
29340,2009,2,5.2
29340,2009,3,5.6
29340,2009,4,5.7
29340,2009,5,6.0
29340,2009,6,7.1
29340,2009,7,6.9
29340,2009,8,6.7
29340,2009,9,6.6
29340,2009,10,6.1
29340,2009,11,5.8
29340,2009,12,6.3
29340,2010,1,7.5
29340,2010,2,6.8
29340,2010,3,6.8
29340,2010,4,6.7
29340,2010,5,7.1
29340,2010,6,8.0
29340,2010,7,7.8
29340,2010,8,7.9
29340,2010,9,7.7
29340,2010,10,7.4
29340,2010,11,7.4
29340,2010,12,7.2
29340,2011,1,8.0
29340,2011,2,7.2
29340,2011,3,7.0
29340,2011,4,6.7
29340,2011,5,7.0
29340,2011,6,7.6
29340,2011,7,7.3
29340,2011,8,7.2
29340,2011,9,7.1
29340,2011,10,6.9
29340,2011,11,6.5
29340,2011,12,6.5
29340,2012,1,7.2
29340,2012,2,6.5
29340,2012,3,6.5
29340,2012,4,6.2
29340,2012,5,6.7
29340,2012,6,7.5
29340,2012,7,7.1
29340,2012,8,6.5
29340,2012,9,6.0
29340,2012,10,5.8
29340,2012,11,5.3
29340,2012,12,6.0
29340,2013,1,7.1
29340,2013,2,6.1
29340,2013,3,6.1
29340,2013,4,5.9
29340,2013,5,6.4
29340,2013,6,7.1
29340,2013,7,6.6
29340,2013,8,6.4
29340,2013,9,6.0
29340,2013,10,5.6
29340,2013,11,5.2
29340,2013,12,4.8
29340,2014,1,5.4
29340,2014,2,5.0
29340,2014,3,5.2
29340,2014,4,4.9
29340,2014,5,5.5
29340,2014,6,6.2
29340,2014,7,6.5
29340,2014,8,6.5
29340,2014,9,6.2
29340,2014,10,5.9
29340,2014,11,6.0
29340,2014,12,5.6
29340,2015,1,6.3
29340,2015,2,5.7
29340,2015,3,5.6
29340,2015,4,5.3
29340,2015,5,5.7
29340,2015,6,5.8
29340,2015,7,5.7
29340,2015,8,5.3
29340,2015,9,5.3
29340,2015,10,4.9
29340,2015,11,4.7
29340,2015,12,4.6
29340,2016,1,5.8
29340,2016,2,5.2
29340,2016,3,5.3
29340,2016,4,5.1
29340,2016,5,5.1
29340,2016,6,6.0
29340,2016,7,5.8
29340,2016,8,5.7
29340,2016,9,5.7
29340,2016,10,5.1
29340,2016,11,4.8
29340,2016,12,4.7
29340,2017,1,5.3
29340,2017,2,4.8
29340,2017,3,4.5
29340,2017,4,4.3
29340,2017,5,4.4
29340,2017,6,4.8
29340,2017,7,4.7
29340,2017,8,4.6
29340,2017,9,4.5
29340,2017,10,3.8
29340,2017,11,3.9
29340,2017,12,3.8
29340,2018,1,4.3
29340,2018,2,4.0
29340,2018,3,4.0
29340,2018,4,4.0
29340,2018,5,4.2
29340,2018,6,5.3
29340,2018,7,4.9
29340,2018,8,4.5
29340,2018,9,4.2
29340,2018,10,4.0
29340,2018,11,3.8
29340,2018,12,4.0
29340,2019,1,4.7
29340,2019,2,4.0
29340,2019,3,3.8
29340,2019,4,3.5
29340,2019,5,4.1
29340,2019,6,5.1
29340,2019,7,5.0
29340,2019,8,4.8
29340,2019,9,4.5
29340,2019,10,4.5
29340,2019,11,4.4
29340,2019,12,4.4
29340,2020,1,5.0
29340,2020,2,4.1
29340,2020,3,7.0
29340,2020,4,13.5
29340,2020,5,14.0
29340,2020,6,12.3
29340,2020,7,11.6
29340,2020,8,9.6
29340,2020,9,14.6
29340,2020,10,10.9
29340,2020,11,9.1
29340,2020,12,8.7
29340,2021,1,8.3
29340,2021,2,7.7
29340,2021,3,7.2
29340,2021,4,6.9
29340,2021,5,6.7
29340,2021,6,7.3
29340,2021,7,6.2
29340,2021,8,5.5
29340,2021,9,4.8
29340,2021,10,4.2
29340,2021,11,3.8
29340,2021,12,3.5
29340,2022,1,4.2
29340,2022,2,3.8
29340,2022,3,3.6
29340,2022,4,3.4
29340,2022,5,3.7
29340,2022,6,4.5
29340,2022,7,4.2
29340,2022,8,3.9
29340,2022,9,3.6
29340,2022,10,3.4
29340,2022,11,3.3
29340,2022,12,3.4
29340,2023,1,4.0
29340,2023,2,3.7
29340,2023,3,3.4
29340,2023,4,3.2
29340,2023,5,3.8
29340,2023,6,4.3
29340,2023,7,3.6
29340,2023,8,3.8
29340,2023,9,4.1
29340,2023,10,4.1
29340,2023,11,3.9
29340,2023,12,4.0
29340,2024,1,4.5
29340,2024,2,4.4
29340,2024,3,4.1
29340,2024,4,3.7
29340,2024,5,3.9
29340,2024,6,5.0
29340,2024,7,4.9
29340,2024,8,5.0
29340,2024,9,4.8
29340,2024,10,4.8
29340,2024,11,4.7
29340,2024,12,4.5
29340,2025,1,4.7
29340,2025,2,4.4
29340,2025,3,4.7
29340,2025,4,4.1
29340,2025,5,4.9
29340,2025,6,5.2
29340,2025,7,4.8
29340,2025,8,4.5
29340,2025,9,4.7
29340,2025,11,4.4
29340,2025,12,4.2
29380,2009,1,7.9
29380,2009,2,8.0
29380,2009,3,8.1
29380,2009,4,8.3
29380,2009,5,8.7
29380,2009,6,9.3
29380,2009,7,9.3
29380,2009,8,9.2
29380,2009,9,9.4
29380,2009,10,10.1
29380,2009,11,10.6
29380,2009,12,10.4
29380,2010,1,11.7
29380,2010,2,11.4
29380,2010,3,11.1
29380,2010,4,10.8
29380,2010,5,10.6
29380,2010,6,11.0
29380,2010,7,11.1
29380,2010,8,11.0
29380,2010,9,10.5
29380,2010,10,10.4
29380,2010,11,10.8
29380,2010,12,10.3
29380,2011,1,10.8
29380,2011,2,10.4
29380,2011,3,10.1
29380,2011,4,10.0
29380,2011,5,10.2
29380,2011,6,10.9
29380,2011,7,11.1
29380,2011,8,10.9
29380,2011,9,10.7
29380,2011,10,10.4
29380,2011,11,10.2
29380,2011,12,9.9
29380,2012,1,10.0
29380,2012,2,9.7
29380,2012,3,9.3
29380,2012,4,8.9
29380,2012,5,9.1
29380,2012,6,9.6
29380,2012,7,9.6
29380,2012,8,9.2
29380,2012,9,8.8
29380,2012,10,8.7
29380,2012,11,8.4
29380,2012,12,8.3
29380,2013,1,8.9
29380,2013,2,8.2
29380,2013,3,7.9
29380,2013,4,7.6
29380,2013,5,7.8
29380,2013,6,8.4
29380,2013,7,8.2
29380,2013,8,8.0
29380,2013,9,7.8
29380,2013,10,7.7
29380,2013,11,7.5
29380,2013,12,7.2
29380,2014,1,7.7
29380,2014,2,7.5
29380,2014,3,7.5
29380,2014,4,6.7
29380,2014,5,7.0
29380,2014,6,7.2
29380,2014,7,7.3
29380,2014,8,7.1
29380,2014,9,6.6
29380,2014,10,6.4
29380,2014,11,6.3
29380,2014,12,5.9
29380,2015,1,6.4
29380,2015,2,6.0
29380,2015,3,5.7
29380,2015,4,5.5
29380,2015,5,5.8
29380,2015,6,5.8
29380,2015,7,5.8
29380,2015,8,5.4
29380,2015,9,5.2
29380,2015,10,5.1
29380,2015,11,5.1
29380,2015,12,4.8
29380,2016,1,5.6
29380,2016,2,5.2
29380,2016,3,5.2
29380,2016,4,5.0
29380,2016,5,5.0
29380,2016,6,5.5
29380,2016,7,5.5
29380,2016,8,5.4
29380,2016,9,5.4
29380,2016,10,5.3
29380,2016,11,5.1
29380,2016,12,4.9
29380,2017,1,5.4
29380,2017,2,5.0
29380,2017,3,4.7
29380,2017,4,4.5
29380,2017,5,4.6
29380,2017,6,4.9
29380,2017,7,5.1
29380,2017,8,5.0
29380,2017,9,4.6
29380,2017,10,4.4
29380,2017,11,4.5
29380,2017,12,4.2
29380,2018,1,4.6
29380,2018,2,4.3
29380,2018,3,4.1
29380,2018,4,3.8
29380,2018,5,3.8
29380,2018,6,4.5
29380,2018,7,4.7
29380,2018,8,4.3
29380,2018,9,3.9
29380,2018,10,3.9
29380,2018,11,3.8
29380,2018,12,3.7
29380,2019,1,4.2
29380,2019,2,3.7
29380,2019,3,3.5
29380,2019,4,3.2
29380,2019,5,3.5
29380,2019,6,3.9
29380,2019,7,4.1
29380,2019,8,3.7
29380,2019,9,3.4
29380,2019,10,3.3
29380,2019,11,3.1
29380,2019,12,2.9
29380,2020,1,3.4
29380,2020,2,3.0
29380,2020,3,4.6
29380,2020,4,9.4
29380,2020,5,9.2
29380,2020,6,8.0
29380,2020,7,9.8
29380,2020,8,7.0
29380,2020,9,6.9
29380,2020,10,6.3
29380,2020,11,6.2
29380,2020,12,5.9
29380,2021,1,5.7
29380,2021,2,5.4
29380,2021,3,5.3
29380,2021,4,5.0
29380,2021,5,4.8
29380,2021,6,5.6
29380,2021,7,5.3
29380,2021,8,5.1
29380,2021,9,4.7
29380,2021,10,4.4
29380,2021,11,4.3
29380,2021,12,3.7
29380,2022,1,4.4
29380,2022,2,3.9
29380,2022,3,3.5
29380,2022,4,3.3
29380,2022,5,3.4
29380,2022,6,3.9
29380,2022,7,3.7
29380,2022,8,3.7
29380,2022,9,3.4
29380,2022,10,3.4
29380,2022,11,3.3
29380,2022,12,2.9
29380,2023,1,3.3
29380,2023,2,3.3
29380,2023,3,3.1
29380,2023,4,3.0
29380,2023,5,3.3
29380,2023,6,3.9
29380,2023,7,4.0
29380,2023,8,4.1
29380,2023,9,3.9
29380,2023,10,4.0
29380,2023,11,3.9
29380,2023,12,3.6
29380,2024,1,4.0
29380,2024,2,3.8
29380,2024,3,3.7
29380,2024,4,3.5
29380,2024,5,3.7
29380,2024,6,4.4
29380,2024,7,4.4
29380,2024,8,4.4
29380,2024,9,4.1
29380,2024,10,4.1
29380,2024,11,4.3
29380,2024,12,4.0
29380,2025,1,4.4
29380,2025,2,4.4
29380,2025,3,4.2
29380,2025,4,4.1
29380,2025,5,4.2
29380,2025,6,4.7
29380,2025,7,4.8
29380,2025,8,5.1
29380,2025,9,4.8
29380,2025,11,5.8
29380,2025,12,5.4
29420,2009,1,11.1
29420,2009,2,10.8
29420,2009,3,11.0
29420,2009,4,10.5
29420,2009,5,10.6
29420,2009,6,11.2
29420,2009,7,11.3
29420,2009,8,11.4
29420,2009,9,11.4
29420,2009,10,11.6
29420,2009,11,11.2
29420,2009,12,11.9
29420,2010,1,14.0
29420,2010,2,13.5
29420,2010,3,13.1
29420,2010,4,12.6
29420,2010,5,12.6
29420,2010,6,12.8
29420,2010,7,13.1
29420,2010,8,13.1
29420,2010,9,12.8
29420,2010,10,12.7
29420,2010,11,12.8
29420,2010,12,12.4
29420,2011,1,13.4
29420,2011,2,12.6
29420,2011,3,12.4
29420,2011,4,11.7
29420,2011,5,11.6
29420,2011,6,13.0
29420,2011,7,12.9
29420,2011,8,12.4
29420,2011,9,12.2
29420,2011,10,12.1
29420,2011,11,11.4
29420,2011,12,11.7
29420,2012,1,12.1
29420,2012,2,11.5
29420,2012,3,11.0
29420,2012,4,10.5
29420,2012,5,10.8
29420,2012,6,11.5
29420,2012,7,11.7
29420,2012,8,11.4
29420,2012,9,10.7
29420,2012,10,10.8
29420,2012,11,10.2
29420,2012,12,10.9
29420,2013,1,11.7
29420,2013,2,11.0
29420,2013,3,10.5
29420,2013,4,10.2
29420,2013,5,10.2
29420,2013,6,11.1
29420,2013,7,10.9
29420,2013,8,10.6
29420,2013,9,10.2
29420,2013,10,10.3
29420,2013,11,9.6
29420,2013,12,9.5
29420,2014,1,9.7
29420,2014,2,9.4
29420,2014,3,9.1
29420,2014,4,8.2
29420,2014,5,8.5
29420,2014,6,8.9
29420,2014,7,9.2
29420,2014,8,8.9
29420,2014,9,8.6
29420,2014,10,8.3
29420,2014,11,8.2
29420,2014,12,8.2
29420,2015,1,8.9
29420,2015,2,8.6
29420,2015,3,7.9
29420,2015,4,7.6
29420,2015,5,7.7
29420,2015,6,8.2
29420,2015,7,8.4
29420,2015,8,8.1
29420,2015,9,7.8
29420,2015,10,7.6
29420,2015,11,7.5
29420,2015,12,7.5
29420,2016,1,8.0
29420,2016,2,7.6
29420,2016,3,7.4
29420,2016,4,7.0
29420,2016,5,6.6
29420,2016,6,7.3
29420,2016,7,7.2
29420,2016,8,7.0
29420,2016,9,7.1
29420,2016,10,6.6
29420,2016,11,6.3
29420,2016,12,6.4
29420,2017,1,7.1
29420,2017,2,6.7
29420,2017,3,6.2
29420,2017,4,6.0
29420,2017,5,6.0
29420,2017,6,6.4
29420,2017,7,6.4
29420,2017,8,6.3
29420,2017,9,6.0
29420,2017,10,5.7
29420,2017,11,5.8
29420,2017,12,6.2
29420,2018,1,6.5
29420,2018,2,6.1
29420,2018,3,5.7
29420,2018,4,5.6
29420,2018,5,5.3
29420,2018,6,6.3
29420,2018,7,6.1
29420,2018,8,6.0
29420,2018,9,5.9
29420,2018,10,5.7
29420,2018,11,5.8
29420,2018,12,6.3
29420,2019,1,6.9
29420,2019,2,6.1
29420,2019,3,6.0
29420,2019,4,5.8
29420,2019,5,5.9
29420,2019,6,6.4
29420,2019,7,6.6
29420,2019,8,6.3
29420,2019,9,5.8
29420,2019,10,5.9
29420,2019,11,5.8
29420,2019,12,5.9
29420,2020,1,6.3
29420,2020,2,5.9
29420,2020,3,7.1
29420,2020,4,19.4
29420,2020,5,17.3
29420,2020,6,12.6
29420,2020,7,11.5
29420,2020,8,9.7
29420,2020,9,9.0
29420,2020,10,7.7
29420,2020,11,7.4
29420,2020,12,7.4
29420,2021,1,7.3
29420,2021,2,7.1
29420,2021,3,6.5
29420,2021,4,6.5
29420,2021,5,6.3
29420,2021,6,6.9
29420,2021,7,6.2
29420,2021,8,5.5
29420,2021,9,5.1
29420,2021,10,4.6
29420,2021,11,4.2
29420,2021,12,4.0
29420,2022,1,4.8
29420,2022,2,4.6
29420,2022,3,4.2
29420,2022,4,4.4
29420,2022,5,4.4
29420,2022,6,5.2
29420,2022,7,5.1
29420,2022,8,5.2
29420,2022,9,4.8
29420,2022,10,4.7
29420,2022,11,4.6
29420,2022,12,4.2
29420,2023,1,4.6
29420,2023,2,4.6
29420,2023,3,4.4
29420,2023,4,4.4
29420,2023,5,4.5
29420,2023,6,4.6
29420,2023,7,4.8
29420,2023,8,4.6
29420,2023,9,4.6
29420,2023,10,4.5
29420,2023,11,4.1
29420,2023,12,4.0
29420,2024,1,4.2
29420,2024,2,4.2
29420,2024,3,3.9
29420,2024,4,3.8
29420,2024,5,4.1
29420,2024,6,4.7
29420,2024,7,5.2
29420,2024,8,4.8
29420,2024,9,4.6
29420,2024,10,4.7
29420,2024,11,4.4
29420,2024,12,4.4
29420,2025,1,4.7
29420,2025,2,4.9
29420,2025,3,5.1
29420,2025,4,4.3
29420,2025,5,4.9
29420,2025,6,5.1
29420,2025,7,5.3
29420,2025,8,5.3
29420,2025,9,5.5
29420,2025,11,5.3
29420,2025,12,4.9
29460,2009,1,9.7
29460,2009,2,9.9
29460,2009,3,10.0
29460,2009,4,9.8
29460,2009,5,10.4
29460,2009,6,11.2
29460,2009,7,11.9
29460,2009,8,12.0
29460,2009,9,12.3
29460,2009,10,12.1
29460,2009,11,12.0
29460,2009,12,11.9
29460,2010,1,12.4
29460,2010,2,12.1
29460,2010,3,11.9
29460,2010,4,11.6
29460,2010,5,11.6
29460,2010,6,12.2
29460,2010,7,12.8
29460,2010,8,12.7
29460,2010,9,12.5
29460,2010,10,12.3
29460,2010,11,12.4
29460,2010,12,11.7
29460,2011,1,12.0
29460,2011,2,11.5
29460,2011,3,11.3
29460,2011,4,10.9
29460,2011,5,11.1
29460,2011,6,11.8
29460,2011,7,12.3
29460,2011,8,12.0
29460,2011,9,11.8
29460,2011,10,11.3
29460,2011,11,10.8
29460,2011,12,10.4
29460,2012,1,10.7
29460,2012,2,10.3
29460,2012,3,10.0
29460,2012,4,9.4
29460,2012,5,9.7
29460,2012,6,10.5
29460,2012,7,10.8
29460,2012,8,10.5
29460,2012,9,9.9
29460,2012,10,9.6
29460,2012,11,9.2
29460,2012,12,9.0
29460,2013,1,9.4
29460,2013,2,8.8
29460,2013,3,8.4
29460,2013,4,8.0
29460,2013,5,8.4
29460,2013,6,9.1
29460,2013,7,9.2
29460,2013,8,9.0
29460,2013,9,8.8
29460,2013,10,8.6
29460,2013,11,8.0
29460,2013,12,7.5
29460,2014,1,7.9
29460,2014,2,7.7
29460,2014,3,7.6
29460,2014,4,7.0
29460,2014,5,7.3
29460,2014,6,7.7
29460,2014,7,8.2
29460,2014,8,8.0
29460,2014,9,7.6
29460,2014,10,7.2
29460,2014,11,7.1
29460,2014,12,6.5
29460,2015,1,7.0
29460,2015,2,6.5
29460,2015,3,6.2
29460,2015,4,6.0
29460,2015,5,6.3
29460,2015,6,6.6
29460,2015,7,7.0
29460,2015,8,6.6
29460,2015,9,6.4
29460,2015,10,6.2
29460,2015,11,6.0
29460,2015,12,5.6
29460,2016,1,5.7
29460,2016,2,5.3
29460,2016,3,5.3
29460,2016,4,5.0
29460,2016,5,4.9
29460,2016,6,5.7
29460,2016,7,5.8
29460,2016,8,5.8
29460,2016,9,5.8
29460,2016,10,5.5
29460,2016,11,5.2
29460,2016,12,4.9
29460,2017,1,5.4
29460,2017,2,4.9
29460,2017,3,4.6
29460,2017,4,4.3
29460,2017,5,4.4
29460,2017,6,4.9
29460,2017,7,5.0
29460,2017,8,5.0
29460,2017,9,4.7
29460,2017,10,4.5
29460,2017,11,4.5
29460,2017,12,4.1
29460,2018,1,4.6
29460,2018,2,4.3
29460,2018,3,4.1
29460,2018,4,3.8
29460,2018,5,3.8
29460,2018,6,4.5
29460,2018,7,4.4
29460,2018,8,4.2
29460,2018,9,4.0
29460,2018,10,3.9
29460,2018,11,3.7
29460,2018,12,3.6
29460,2019,1,4.2
29460,2019,2,3.7
29460,2019,3,3.6
29460,2019,4,3.3
29460,2019,5,3.5
29460,2019,6,4.0
29460,2019,7,4.2
29460,2019,8,4.0
29460,2019,9,3.7
29460,2019,10,3.6
29460,2019,11,3.4
29460,2019,12,3.1
29460,2020,1,3.6
29460,2020,2,3.1
29460,2020,3,4.7
29460,2020,4,12.7
29460,2020,5,17.6
29460,2020,6,14.8
29460,2020,7,13.8
29460,2020,8,9.8
29460,2020,9,9.2
29460,2020,10,7.5
29460,2020,11,7.0
29460,2020,12,6.4
29460,2021,1,6.5
29460,2021,2,5.9
29460,2021,3,5.7
29460,2021,4,5.5
29460,2021,5,5.5
29460,2021,6,6.2
29460,2021,7,5.9
29460,2021,8,5.5
29460,2021,9,5.0
29460,2021,10,4.7
29460,2021,11,4.4
29460,2021,12,3.7
29460,2022,1,4.4
29460,2022,2,3.9
29460,2022,3,3.5
29460,2022,4,3.3
29460,2022,5,3.3
29460,2022,6,3.9
29460,2022,7,3.8
29460,2022,8,3.7
29460,2022,9,3.4
29460,2022,10,3.6
29460,2022,11,3.5
29460,2022,12,3.0
29460,2023,1,3.5
29460,2023,2,3.3
29460,2023,3,3.3
29460,2023,4,3.0
29460,2023,5,3.5
29460,2023,6,4.0
29460,2023,7,4.0
29460,2023,8,4.2
29460,2023,9,4.0
29460,2023,10,4.1
29460,2023,11,3.9
29460,2023,12,3.7
29460,2024,1,4.0
29460,2024,2,3.9
29460,2024,3,3.9
29460,2024,4,3.6
29460,2024,5,3.9
29460,2024,6,4.6
29460,2024,7,4.8
29460,2024,8,4.8
29460,2024,9,4.4
29460,2024,10,4.3
29460,2024,11,4.3
29460,2024,12,3.9
29460,2025,1,4.5
29460,2025,2,4.5
29460,2025,3,4.3
29460,2025,4,4.2
29460,2025,5,4.3
29460,2025,6,4.9
29460,2025,7,5.0
29460,2025,8,5.4
29460,2025,9,5.2
29460,2025,11,6.0
29460,2025,12,5.5
29540,2009,1,6.8
29540,2009,2,7.6
29540,2009,3,7.4
29540,2009,4,6.8
29540,2009,5,7.2
29540,2009,6,7.5
29540,2009,7,7.6
29540,2009,8,7.6
29540,2009,9,7.1
29540,2009,10,7.0
29540,2009,11,6.7
29540,2009,12,6.9
29540,2010,1,8.5
29540,2010,2,8.6
29540,2010,3,8.0
29540,2010,4,7.0
29540,2010,5,7.2
29540,2010,6,7.1
29540,2010,7,7.3
29540,2010,8,7.2
29540,2010,9,6.4
29540,2010,10,6.4
29540,2010,11,6.5
29540,2010,12,6.4
29540,2011,1,7.3
29540,2011,2,7.3
29540,2011,3,6.8
29540,2011,4,6.2
29540,2011,5,6.4
29540,2011,6,7.0
29540,2011,7,7.0
29540,2011,8,7.1
29540,2011,9,6.4
29540,2011,10,6.2
29540,2011,11,6.2
29540,2011,12,6.2
29540,2012,1,6.9
29540,2012,2,6.8
29540,2012,3,6.3
29540,2012,4,5.8
29540,2012,5,6.2
29540,2012,6,6.7
29540,2012,7,6.8
29540,2012,8,6.7
29540,2012,9,5.8
29540,2012,10,5.9
29540,2012,11,5.8
29540,2012,12,6.0
29540,2013,1,7.1
29540,2013,2,6.6
29540,2013,3,6.0
29540,2013,4,5.4
29540,2013,5,5.6
29540,2013,6,6.2
29540,2013,7,6.2
29540,2013,8,6.1
29540,2013,9,5.2
29540,2013,10,5.2
29540,2013,11,5.0
29540,2013,12,4.8
29540,2014,1,5.4
29540,2014,2,5.5
29540,2014,3,5.2
29540,2014,4,4.2
29540,2014,5,4.7
29540,2014,6,4.9
29540,2014,7,5.3
29540,2014,8,5.1
29540,2014,9,4.1
29540,2014,10,4.1
29540,2014,11,4.0
29540,2014,12,4.0
29540,2015,1,4.9
29540,2015,2,4.7
29540,2015,3,4.4
29540,2015,4,3.8
29540,2015,5,4.3
29540,2015,6,4.5
29540,2015,7,4.7
29540,2015,8,4.5
29540,2015,9,3.8
29540,2015,10,3.7
29540,2015,11,3.7
29540,2015,12,3.6
29540,2016,1,4.4
29540,2016,2,4.5
29540,2016,3,4.2
29540,2016,4,3.7
29540,2016,5,3.8
29540,2016,6,4.4
29540,2016,7,4.7
29540,2016,8,4.6
29540,2016,9,3.9
29540,2016,10,3.9
29540,2016,11,3.6
29540,2016,12,3.6
29540,2017,1,4.5
29540,2017,2,4.3
29540,2017,3,3.9
29540,2017,4,3.4
29540,2017,5,3.7
29540,2017,6,4.1
29540,2017,7,4.4
29540,2017,8,4.5
29540,2017,9,3.6
29540,2017,10,3.5
29540,2017,11,3.5
29540,2017,12,3.4
29540,2018,1,4.1
29540,2018,2,4.0
29540,2018,3,3.5
29540,2018,4,3.1
29540,2018,5,3.1
29540,2018,6,3.8
29540,2018,7,4.0
29540,2018,8,3.8
29540,2018,9,3.1
29540,2018,10,3.1
29540,2018,11,2.9
29540,2018,12,3.0
29540,2019,1,3.7
29540,2019,2,3.7
29540,2019,3,3.4
29540,2019,4,2.9
29540,2019,5,3.1
29540,2019,6,3.6
29540,2019,7,4.0
29540,2019,8,3.9
29540,2019,9,3.1
29540,2019,10,3.2
29540,2019,11,3.0
29540,2019,12,3.0
29540,2020,1,3.7
29540,2020,2,3.5
29540,2020,3,3.8
29540,2020,4,14.1
29540,2020,5,11.5
29540,2020,6,10.5
29540,2020,7,9.3
29540,2020,8,7.4
29540,2020,9,6.7
29540,2020,10,5.7
29540,2020,11,5.6
29540,2020,12,5.9
29540,2021,1,5.8
29540,2021,2,5.6
29540,2021,3,5.0
29540,2021,4,4.7
29540,2021,5,4.7
29540,2021,6,5.2
29540,2021,7,5.2
29540,2021,8,5.1
29540,2021,9,3.9
29540,2021,10,3.8
29540,2021,11,3.2
29540,2021,12,2.9
29540,2022,1,3.8
29540,2022,2,3.6
29540,2022,3,3.3
29540,2022,4,3.0
29540,2022,5,3.3
29540,2022,6,3.9
29540,2022,7,3.9
29540,2022,8,4.3
29540,2022,9,2.9
29540,2022,10,3.0
29540,2022,11,2.7
29540,2022,12,2.6
29540,2023,1,3.1
29540,2023,2,3.2
29540,2023,3,2.7
29540,2023,4,2.4
29540,2023,5,2.8
29540,2023,6,3.3
29540,2023,7,3.3
29540,2023,8,3.7
29540,2023,9,2.6
29540,2023,10,2.7
29540,2023,11,2.5
29540,2023,12,2.5
29540,2024,1,2.9
29540,2024,2,3.1
29540,2024,3,2.8
29540,2024,4,2.3
29540,2024,5,2.6
29540,2024,6,3.2
29540,2024,7,3.5
29540,2024,8,3.8
29540,2024,9,2.5
29540,2024,10,2.8
29540,2024,11,2.6
29540,2024,12,2.5
29540,2025,1,3.3
29540,2025,2,3.3
29540,2025,3,3.1
29540,2025,4,2.7
29540,2025,5,3.1
29540,2025,6,3.6
29540,2025,7,3.8
29540,2025,8,4.1
29540,2025,9,3.4
29540,2025,11,2.9
29540,2025,12,2.7
29620,2009,1,10.4
29620,2009,2,10.6
29620,2009,3,11.0
29620,2009,4,10.0
29620,2009,5,11.2
29620,2009,6,12.1
29620,2009,7,12.7
29620,2009,8,11.4
29620,2009,9,10.9
29620,2009,10,10.5
29620,2009,11,10.5
29620,2009,12,10.8
29620,2010,1,11.2
29620,2010,2,10.9
29620,2010,3,11.0
29620,2010,4,10.2
29620,2010,5,10.1
29620,2010,6,10.6
29620,2010,7,11.0
29620,2010,8,9.9
29620,2010,9,9.3
29620,2010,10,8.6
29620,2010,11,8.3
29620,2010,12,8.1
29620,2011,1,8.7
29620,2011,2,8.5
29620,2011,3,8.4
29620,2011,4,7.7
29620,2011,5,8.0
29620,2011,6,9.1
29620,2011,7,9.6
29620,2011,8,8.5
29620,2011,9,7.8
29620,2011,10,7.2
29620,2011,11,6.9
29620,2011,12,7.2
29620,2012,1,7.7
29620,2012,2,7.5
29620,2012,3,7.5
29620,2012,4,6.8
29620,2012,5,7.3
29620,2012,6,8.1
29620,2012,7,8.8
29620,2012,8,7.6
29620,2012,9,6.7
29620,2012,10,6.5
29620,2012,11,6.1
29620,2012,12,6.8
29620,2013,1,8.1
29620,2013,2,7.6
29620,2013,3,7.1
29620,2013,4,7.2
29620,2013,5,7.4
29620,2013,6,8.0
29620,2013,7,8.5
29620,2013,8,7.3
29620,2013,9,6.6
29620,2013,10,6.4
29620,2013,11,5.7
29620,2013,12,5.8
29620,2014,1,6.2
29620,2014,2,6.4
29620,2014,3,6.3
29620,2014,4,6.0
29620,2014,5,6.5
29620,2014,6,6.4
29620,2014,7,7.3
29620,2014,8,5.9
29620,2014,9,5.4
29620,2014,10,5.2
29620,2014,11,4.4
29620,2014,12,4.5
29620,2015,1,5.6
29620,2015,2,5.0
29620,2015,3,4.8
29620,2015,4,4.3
29620,2015,5,4.9
29620,2015,6,5.1
29620,2015,7,5.3
29620,2015,8,4.4
29620,2015,9,3.9
29620,2015,10,3.7
29620,2015,11,3.4
29620,2015,12,3.5
29620,2016,1,4.6
29620,2016,2,4.1
29620,2016,3,4.2
29620,2016,4,3.8
29620,2016,5,4.9
29620,2016,6,4.6
29620,2016,7,4.9
29620,2016,8,4.3
29620,2016,9,3.9
29620,2016,10,3.8
29620,2016,11,3.4
29620,2016,12,3.5
29620,2017,1,4.5
29620,2017,2,4.3
29620,2017,3,3.9
29620,2017,4,3.3
29620,2017,5,3.7
29620,2017,6,4.8
29620,2017,7,5.3
29620,2017,8,4.8
29620,2017,9,4.1
29620,2017,10,3.6
29620,2017,11,3.4
