CBSA_CODE,YEAR,MONTH,unemployment_rate_monthly
18100,2017,4,2.8
18100,2017,5,2.9
18100,2017,6,3.0
18100,2017,7,2.9
18100,2017,8,2.8
18100,2017,9,2.5
18100,2017,10,2.4
18100,2017,11,2.5
18100,2017,12,2.7
18100,2018,1,2.8
18100,2018,2,3.0
18100,2018,3,2.9
18100,2018,4,2.8
18100,2018,5,2.6
18100,2018,6,3.0
18100,2018,7,2.8
18100,2018,8,2.6
18100,2018,9,2.5
18100,2018,10,2.6
18100,2018,11,2.4
18100,2018,12,2.7
18100,2019,1,3.3
18100,2019,2,3.2
18100,2019,3,3.2
18100,2019,4,2.8
18100,2019,5,3.0
18100,2019,6,3.3
18100,2019,7,3.1
18100,2019,8,2.9
18100,2019,9,2.6
18100,2019,10,2.8
18100,2019,11,2.8
18100,2019,12,2.8
18100,2020,1,3.0
18100,2020,2,2.8
18100,2020,3,4.5
18100,2020,4,7.1
18100,2020,5,6.6
18100,2020,6,4.4
18100,2020,7,4.1
18100,2020,8,2.7
18100,2020,9,2.4
18100,2020,10,1.9
18100,2020,11,1.9
18100,2020,12,1.9
18100,2021,1,2.6
18100,2021,2,2.7
18100,2021,3,2.5
18100,2021,4,2.9
18100,2021,5,3.1
18100,2021,6,2.6
18100,2021,7,2.2
18100,2021,8,2.1
18100,2021,9,1.8
18100,2021,10,1.8
18100,2021,11,1.5
18100,2021,12,1.5
18100,2022,1,2.1
18100,2022,2,2.7
18100,2022,3,1.9
18100,2022,4,1.7
18100,2022,5,1.8
18100,2022,6,2.3
18100,2022,7,2.1
18100,2022,8,2.0
18100,2022,9,1.8
18100,2022,10,1.9
18100,2022,11,1.8
18100,2022,12,1.8
18100,2023,1,1.8
18100,2023,2,1.9
18100,2023,3,1.8
18100,2023,4,1.7
18100,2023,5,2.0
18100,2023,6,2.3
18100,2023,7,2.1
18100,2023,8,1.9
18100,2023,9,1.9
18100,2023,10,2.2
18100,2023,11,2.5
18100,2023,12,2.1
18100,2024,1,2.1
18100,2024,2,2.4
18100,2024,3,2.2
18100,2024,4,1.9
18100,2024,5,2.3
18100,2024,6,2.7
18100,2024,7,2.3
18100,2024,8,2.5
18100,2024,9,2.3
18100,2024,10,2.6
18100,2024,11,2.6
18100,2024,12,2.5
18100,2025,1,2.9
18100,2025,2,3.1
18100,2025,3,2.5
18100,2025,4,2.7
18100,2025,5,2.9
18100,2025,6,3.1
18100,2025,7,2.7
18100,2025,8,2.5
18100,2025,9,2.5
18100,2025,11,2.7
18100,2025,12,2.6
18140,2009,1,7.8
18140,2009,2,8.3
18140,2009,3,8.7
18140,2009,4,8.6
18140,2009,5,8.8
18140,2009,6,9.5
18140,2009,7,9.2
18140,2009,8,8.9
18140,2009,9,8.9
18140,2009,10,8.9
18140,2009,11,8.9
18140,2009,12,9.2
18140,2010,1,10.0
18140,2010,2,9.8
18140,2010,3,9.7
18140,2010,4,9.0
18140,2010,5,8.7
18140,2010,6,9.0
18140,2010,7,8.8
18140,2010,8,8.5
18140,2010,9,8.4
18140,2010,10,8.2
18140,2010,11,8.2
18140,2010,12,8.0
18140,2011,1,8.8
18140,2011,2,8.4
18140,2011,3,8.0
18140,2011,4,7.6
18140,2011,5,7.7
18140,2011,6,8.4
18140,2011,7,8.2
18140,2011,8,7.8
18140,2011,9,7.8
18140,2011,10,7.4
18140,2011,11,6.8
18140,2011,12,6.7
18140,2012,1,7.5
18140,2012,2,7.2
18140,2012,3,6.9
18140,2012,4,6.3
18140,2012,5,6.2
18140,2012,6,6.7
18140,2012,7,6.6
18140,2012,8,6.3
18140,2012,9,6.1
18140,2012,10,5.9
18140,2012,11,5.9
18140,2012,12,6.1
18140,2013,1,7.5
18140,2013,2,7.0
18140,2013,3,6.6
18140,2013,4,6.1
18140,2013,5,6.3
18140,2013,6,6.9
18140,2013,7,6.7
18140,2013,8,6.4
18140,2013,9,6.5
18140,2013,10,6.2
18140,2013,11,5.9
18140,2013,12,5.4
18140,2014,1,6.2
18140,2014,2,5.9
18140,2014,3,5.5
18140,2014,4,4.6
18140,2014,5,4.8
18140,2014,6,5.2
18140,2014,7,5.2
18140,2014,8,4.8
18140,2014,9,4.6
18140,2014,10,4.3
18140,2014,11,4.2
18140,2014,12,4.2
18140,2015,1,5.1
18140,2015,2,4.6
18140,2015,3,4.4
18140,2015,4,3.9
18140,2015,5,4.1
18140,2015,6,4.4
18140,2015,7,4.3
18140,2015,8,3.9
18140,2015,9,4.0
18140,2015,10,3.9
18140,2015,11,4.0
18140,2015,12,4.0
18140,2016,1,4.7
18140,2016,2,4.5
18140,2016,3,4.4
18140,2016,4,4.0
18140,2016,5,3.8
18140,2016,6,4.3
18140,2016,7,4.2
18140,2016,8,4.2
18140,2016,9,4.4
18140,2016,10,4.1
18140,2016,11,3.9
18140,2016,12,4.1
18140,2017,1,4.9
18140,2017,2,4.6
18140,2017,3,4.1
18140,2017,4,3.7
18140,2017,5,3.8
18140,2017,6,4.4
18140,2017,7,4.2
18140,2017,8,4.2
18140,2017,9,3.9
18140,2017,10,3.7
18140,2017,11,3.6
18140,2017,12,3.7
18140,2018,1,4.2
18140,2018,2,4.1
18140,2018,3,3.9
18140,2018,4,3.7
18140,2018,5,3.5
18140,2018,6,4.3
18140,2018,7,4.0
18140,2018,8,3.8
18140,2018,9,3.6
18140,2018,10,3.6
18140,2018,11,3.5
18140,2018,12,3.8
18140,2019,1,4.3
18140,2019,2,3.8
18140,2019,3,3.6
18140,2019,4,3.1
18140,2019,5,3.1
18140,2019,6,3.8
18140,2019,7,3.9
18140,2019,8,3.7
18140,2019,9,3.6
18140,2019,10,3.4
18140,2019,11,3.3
18140,2019,12,3.3
18140,2020,1,4.1
18140,2020,2,3.7
18140,2020,3,4.4
18140,2020,4,12.5
18140,2020,5,11.2
18140,2020,6,10.2
18140,2020,7,9.1
18140,2020,8,7.3
18140,2020,9,7.0
18140,2020,10,5.6
18140,2020,11,5.0
18140,2020,12,5.2
18140,2021,1,6.3
18140,2021,2,6.2
18140,2021,3,6.3
18140,2021,4,5.5
18140,2021,5,5.0
18140,2021,6,5.5
18140,2021,7,4.9
18140,2021,8,4.4
18140,2021,9,3.9
18140,2021,10,3.5
18140,2021,11,3.1
18140,2021,12,2.9
18140,2022,1,3.8
18140,2022,2,3.6
18140,2022,3,3.3
18140,2022,4,3.1
18140,2022,5,3.1
18140,2022,6,3.9
18140,2022,7,3.8
18140,2022,8,3.7
18140,2022,9,3.4
18140,2022,10,3.4
18140,2022,11,3.1
18140,2022,12,3.0
18140,2023,1,3.6
18140,2023,2,3.5
18140,2023,3,3.3
18140,2023,4,2.8
18140,2023,5,3.0
18140,2023,6,3.4
18140,2023,7,3.3
18140,2023,8,3.5
18140,2023,9,3.4
18140,2023,10,3.3
18140,2023,11,3.1
18140,2023,12,3.1
18140,2024,1,3.9
18140,2024,2,4.0
18140,2024,3,4.0
18140,2024,4,3.7
18140,2024,5,3.9
18140,2024,6,4.3
18140,2024,7,4.3
18140,2024,8,4.1
18140,2024,9,4.0
18140,2024,10,3.7
18140,2024,11,4.0
18140,2024,12,3.9
18140,2025,1,4.8
18140,2025,2,4.8
18140,2025,3,4.8
18140,2025,4,4.6
18140,2025,5,4.3
18140,2025,6,4.7
18140,2025,7,5.0
18140,2025,8,4.7
18140,2025,9,3.9
18140,2025,11,3.6
18140,2025,12,3.6
18180,2009,1,5.1
18180,2009,2,5.4
18180,2009,3,5.6
18180,2009,4,5.1
18180,2009,5,5.2
18180,2009,6,5.6
18180,2009,7,5.5
18180,2009,8,5.5
18180,2009,9,5.8
18180,2009,10,5.6
18180,2009,11,5.6
18180,2009,12,5.7
18180,2010,1,6.7
18180,2010,2,6.6
18180,2010,3,6.3
18180,2010,4,5.5
18180,2010,5,5.2
18180,2010,6,5.3
18180,2010,7,5.5
18180,2010,8,5.3
18180,2010,9,5.1
18180,2010,10,4.9
18180,2010,11,5.2
18180,2010,12,5.1
18180,2011,1,5.9
18180,2011,2,5.6
18180,2011,3,5.2
18180,2011,4,4.7
18180,2011,5,4.7
18180,2011,6,5.1
18180,2011,7,5.1
18180,2011,8,5.0
18180,2011,9,5.0
18180,2011,10,4.7
18180,2011,11,4.4
18180,2011,12,4.5
18180,2012,1,5.3
18180,2012,2,5.3
18180,2012,3,5.0
18180,2012,4,4.5
18180,2012,5,4.7
18180,2012,6,5.1
18180,2012,7,5.2
18180,2012,8,5.1
18180,2012,9,4.8
18180,2012,10,4.7
18180,2012,11,4.6
18180,2012,12,4.8
18180,2013,1,5.8
18180,2013,2,5.5
18180,2013,3,5.4
18180,2013,4,4.6
18180,2013,5,4.6
18180,2013,6,4.8
18180,2013,7,4.7
18180,2013,8,4.5
18180,2013,9,4.5
18180,2013,10,4.4
18180,2013,11,4.2
18180,2013,12,4.0
18180,2014,1,4.6
18180,2014,2,4.6
18180,2014,3,4.5
18180,2014,4,3.7
18180,2014,5,3.8
18180,2014,6,3.7
18180,2014,7,3.9
18180,2014,8,3.8
18180,2014,9,3.5
18180,2014,10,3.3
18180,2014,11,3.4
18180,2014,12,3.3
18180,2015,1,4.1
18180,2015,2,3.9
18180,2015,3,3.7
18180,2015,4,3.1
18180,2015,5,3.2
18180,2015,6,3.1
18180,2015,7,3.1
18180,2015,8,2.8
18180,2015,9,2.7
18180,2015,10,2.6
18180,2015,11,2.6
18180,2015,12,2.4
18180,2016,1,2.9
18180,2016,2,2.9
18180,2016,3,2.9
18180,2016,4,2.4
18180,2016,5,2.4
18180,2016,6,2.6
18180,2016,7,2.7
18180,2016,8,2.6
18180,2016,9,2.4
18180,2016,10,2.2
18180,2016,11,2.2
18180,2016,12,2.3
18180,2017,1,3.1
18180,2017,2,3.2
18180,2017,3,2.9
18180,2017,4,2.3
18180,2017,5,2.4
18180,2017,6,2.3
18180,2017,7,2.4
18180,2017,8,2.5
18180,2017,9,2.4
18180,2017,10,2.1
18180,2017,11,2.2
18180,2017,12,2.0
18180,2018,1,2.8
18180,2018,2,2.8
18180,2018,3,2.8
18180,2018,4,2.3
18180,2018,5,2.2
18180,2018,6,2.4
18180,2018,7,2.3
18180,2018,8,2.3
18180,2018,9,2.0
18180,2018,10,1.9
18180,2018,11,2.0
18180,2018,12,2.0
18180,2019,1,2.9
18180,2019,2,2.7
18180,2019,3,2.6
18180,2019,4,2.2
18180,2019,5,2.2
18180,2019,6,2.2
18180,2019,7,2.2
18180,2019,8,2.3
18180,2019,9,2.1
18180,2019,10,2.0
18180,2019,11,2.0
18180,2019,12,1.9
18180,2020,1,2.6
18180,2020,2,2.5
18180,2020,3,2.8
18180,2020,4,13.8
18180,2020,5,10.2
18180,2020,6,8.4
18180,2020,7,7.3
18180,2020,8,5.7
18180,2020,9,5.1
18180,2020,10,4.2
18180,2020,11,4.1
18180,2020,12,4.0
18180,2021,1,4.4
18180,2021,2,4.2
18180,2021,3,4.1
18180,2021,4,3.6
18180,2021,5,3.2
18180,2021,6,3.6
18180,2021,7,3.3
18180,2021,8,3.0
18180,2021,9,2.7
18180,2021,10,2.3
18180,2021,11,2.1
18180,2021,12,1.9
18180,2022,1,2.7
18180,2022,2,2.3
18180,2022,3,2.2
18180,2022,4,2.0
18180,2022,5,1.9
18180,2022,6,2.2
18180,2022,7,2.2
18180,2022,8,2.4
18180,2022,9,2.3
18180,2022,10,2.2
18180,2022,11,2.1
18180,2022,12,1.9
18180,2023,1,2.4
18180,2023,2,2.2
18180,2023,3,1.9
18180,2023,4,1.5
18180,2023,5,1.7
18180,2023,6,1.9
18180,2023,7,2.0
18180,2023,8,2.2
18180,2023,9,2.1
18180,2023,10,1.8
18180,2023,11,1.8
18180,2023,12,1.8
18180,2024,1,2.2
18180,2024,2,2.3
18180,2024,3,2.2
18180,2024,4,1.9
18180,2024,5,1.8
18180,2024,6,2.3
18180,2024,7,2.6
18180,2024,8,2.6
18180,2024,9,2.2
18180,2024,10,2.3
18180,2024,11,2.6
18180,2024,12,2.4
18180,2025,1,2.8
18180,2025,2,3.1
18180,2025,3,3.0
18180,2025,4,2.5
18180,2025,5,2.4
18180,2025,6,2.6
18180,2025,7,2.7
18180,2025,8,2.8
18180,2025,9,2.8
18180,2025,11,2.8
18180,2025,12,2.6
18220,2009,1,14.9
18220,2009,2,15.5
18220,2009,3,15.7
18220,2009,4,14.7
18220,2009,5,15.6
18220,2009,6,16.0
18220,2009,7,15.5
18220,2009,8,14.5
18220,2009,9,14.2
18220,2009,10,14.4
18220,2009,11,14.4
18220,2009,12,14.6
18220,2010,1,15.5
18220,2010,2,15.9
18220,2010,3,15.5
18220,2010,4,14.3
18220,2010,5,14.1
18220,2010,6,14.4
18220,2010,7,14.4
18220,2010,8,13.6
18220,2010,9,12.9
18220,2010,10,12.8
18220,2010,11,13.3
18220,2010,12,12.5
18220,2011,1,13.2
18220,2011,2,12.9
18220,2011,3,12.5
18220,2011,4,11.8
18220,2011,5,12.2
18220,2011,6,12.5
18220,2011,7,12.6
18220,2011,8,12.3
18220,2011,9,12.0
18220,2011,10,12.2
18220,2011,11,11.8
18220,2011,12,11.8
18220,2012,1,12.5
18220,2012,2,12.1
18220,2012,3,11.6
18220,2012,4,10.5
18220,2012,5,10.7
18220,2012,6,11.2
18220,2012,7,11.3
18220,2012,8,10.5
18220,2012,9,9.7
18220,2012,10,10.2
18220,2012,11,10.6
18220,2012,12,10.8
18220,2013,1,12.1
18220,2013,2,11.7
18220,2013,3,11.2
18220,2013,4,10.3
18220,2013,5,10.5
18220,2013,6,10.7
18220,2013,7,10.3
18220,2013,8,9.3
18220,2013,9,9.0
18220,2013,10,9.3
18220,2013,11,9.0
18220,2013,12,8.4
18220,2014,1,8.9
18220,2014,2,9.1
18220,2014,3,8.6
18220,2014,4,7.6
18220,2014,5,7.9
18220,2014,6,8.0
18220,2014,7,8.0
18220,2014,8,7.3
18220,2014,9,6.6
18220,2014,10,6.9
18220,2014,11,7.5
18220,2014,12,7.1
18220,2015,1,7.8
18220,2015,2,7.3
18220,2015,3,7.1
18220,2015,4,6.0
18220,2015,5,6.6
18220,2015,6,6.5
18220,2015,7,6.7
18220,2015,8,6.4
18220,2015,9,5.7
18220,2015,10,6.0
18220,2015,11,6.2
18220,2015,12,6.3
18220,2016,1,5.5
18220,2016,2,5.6
18220,2016,3,5.5
18220,2016,4,4.6
18220,2016,5,4.5
18220,2016,6,4.8
18220,2016,7,4.7
18220,2016,8,4.4
18220,2016,9,4.3
18220,2016,10,4.1
18220,2016,11,4.2
18220,2016,12,4.1
18220,2017,1,4.9
18220,2017,2,5.0
18220,2017,3,4.3
18220,2017,4,3.3
18220,2017,5,3.8
18220,2017,6,4.2
18220,2017,7,4.7
18220,2017,8,4.3
18220,2017,9,3.8
18220,2017,10,3.7
18220,2017,11,3.9
18220,2017,12,3.4
18220,2018,1,4.1
18220,2018,2,4.2
18220,2018,3,3.9
18220,2018,4,3.2
18220,2018,5,3.5
18220,2018,6,4.1
18220,2018,7,4.1
18220,2018,8,3.8
18220,2018,9,3.3
18220,2018,10,3.8
18220,2018,11,3.6
18220,2018,12,3.7
18220,2019,1,4.6
18220,2019,2,4.2
18220,2019,3,3.9
18220,2019,4,3.1
18220,2019,5,3.2
18220,2019,6,4.0
18220,2019,7,4.3
18220,2019,8,4.0
18220,2019,9,3.6
18220,2019,10,3.6
18220,2019,11,3.8
18220,2019,12,3.7
18220,2020,1,4.3
18220,2020,2,4.0
18220,2020,3,5.0
18220,2020,4,19.7
18220,2020,5,15.9
18220,2020,6,11.5
18220,2020,7,10.0
18220,2020,8,7.1
18220,2020,9,6.2
18220,2020,10,5.1
18220,2020,11,4.9
18220,2020,12,4.5
18220,2021,1,5.0
18220,2021,2,4.9
18220,2021,3,4.6
18220,2021,4,4.0
18220,2021,5,4.1
18220,2021,6,4.6
18220,2021,7,4.2
18220,2021,8,3.7
18220,2021,9,3.5
18220,2021,10,3.2
18220,2021,11,3.0
18220,2021,12,3.0
18220,2022,1,3.8
18220,2022,2,3.8
18220,2022,3,3.7
18220,2022,4,3.1
18220,2022,5,3.6
18220,2022,6,4.3
18220,2022,7,4.5
18220,2022,8,4.0
18220,2022,9,3.2
18220,2022,10,3.6
18220,2022,11,3.7
18220,2022,12,3.3
18220,2023,1,3.9
18220,2023,2,4.0
18220,2023,3,3.9
18220,2023,4,3.0
18220,2023,5,3.7
18220,2023,6,3.9
18220,2023,7,4.2
18220,2023,8,3.9
18220,2023,9,3.5
18220,2023,10,3.6
18220,2023,11,3.7
18220,2023,12,3.5
18220,2024,1,4.5
18220,2024,2,4.9
18220,2024,3,4.9
18220,2024,4,4.0
18220,2024,5,4.5
18220,2024,6,5.1
18220,2024,7,5.3
18220,2024,8,4.8
18220,2024,9,4.4
18220,2024,10,4.7
18220,2024,11,5.5
18220,2024,12,5.0
18220,2025,1,4.7
18220,2025,2,4.8
18220,2025,3,4.0
18220,2025,4,3.5
18220,2025,5,4.1
18220,2025,6,4.3
18220,2025,7,4.9
18220,2025,8,4.3
18220,2025,9,4.1
18220,2025,11,4.1
18220,2025,12,3.4
18260,2009,1,11.5
18260,2009,2,11.7
18260,2009,3,11.9
18260,2009,4,11.3
18260,2009,5,11.6
18260,2009,6,12.4
18260,2009,7,11.9
18260,2009,8,11.2
18260,2009,9,10.8
18260,2009,10,10.7
18260,2009,11,10.4
18260,2009,12,10.7
18260,2010,1,11.8
18260,2010,2,11.6
18260,2010,3,11.3
18260,2010,4,10.1
18260,2010,5,9.7
18260,2010,6,10.4
18260,2010,7,10.3
18260,2010,8,9.7
18260,2010,9,9.3
18260,2010,10,9.3
18260,2010,11,9.6
18260,2010,12,9.7
18260,2011,1,11.3
18260,2011,2,10.2
18260,2011,3,9.8
18260,2011,4,9.2
18260,2011,5,9.2
18260,2011,6,10.2
18260,2011,7,10.2
18260,2011,8,9.6
18260,2011,9,9.4
18260,2011,10,8.8
18260,2011,11,8.4
18260,2011,12,8.8
18260,2012,1,9.4
18260,2012,2,9.1
18260,2012,3,8.8
18260,2012,4,8.3
18260,2012,5,8.8
18260,2012,6,9.8
18260,2012,7,9.8
18260,2012,8,8.8
18260,2012,9,8.2
18260,2012,10,8.3
18260,2012,11,8.3
18260,2012,12,8.5
18260,2013,1,9.9
18260,2013,2,9.1
18260,2013,3,8.9
18260,2013,4,8.1
18260,2013,5,8.4
18260,2013,6,9.3
18260,2013,7,9.1
18260,2013,8,8.3
18260,2013,9,7.9
18260,2013,10,8.0
18260,2013,11,7.6
18260,2013,12,7.4
18260,2014,1,7.9
18260,2014,2,7.7
18260,2014,3,7.6
18260,2014,4,6.7
18260,2014,5,7.2
18260,2014,6,8.0
18260,2014,7,8.1
18260,2014,8,7.3
18260,2014,9,6.8
18260,2014,10,6.7
18260,2014,11,6.7
18260,2014,12,6.4
18260,2015,1,7.3
18260,2015,2,6.8
18260,2015,3,6.9
18260,2015,4,6.1
18260,2015,5,6.3
18260,2015,6,6.8
18260,2015,7,6.7
18260,2015,8,5.8
18260,2015,9,5.5
18260,2015,10,5.4
18260,2015,11,5.2
18260,2015,12,5.0
18260,2016,1,5.4
18260,2016,2,5.1
18260,2016,3,5.1
18260,2016,4,4.7
18260,2016,5,4.5
18260,2016,6,5.9
18260,2016,7,5.6
18260,2016,8,5.3
18260,2016,9,5.1
18260,2016,10,5.0
18260,2016,11,4.8
18260,2016,12,4.7
18260,2017,1,5.4
18260,2017,2,4.8
18260,2017,3,4.4
18260,2017,4,3.6
18260,2017,5,3.5
18260,2017,6,4.5
18260,2017,7,4.2
18260,2017,8,3.8
18260,2017,9,3.4
18260,2017,10,3.4
18260,2017,11,3.4
18260,2017,12,3.2
18260,2018,1,4.0
18260,2018,2,3.8
18260,2018,3,3.7
18260,2018,4,3.0
18260,2018,5,3.1
18260,2018,6,4.4
18260,2018,7,4.1
18260,2018,8,3.7
18260,2018,9,3.5
18260,2018,10,3.4
18260,2018,11,3.3
18260,2018,12,3.3
18260,2019,1,4.2
18260,2019,2,3.8
18260,2019,3,3.8
18260,2019,4,3.0
18260,2019,5,3.3
18260,2019,6,4.2
18260,2019,7,4.1
18260,2019,8,3.5
18260,2019,9,3.3
18260,2019,10,3.3
18260,2019,11,3.3
18260,2019,12,3.3
18260,2020,1,4.0
18260,2020,2,3.7
18260,2020,3,4.0
18260,2020,4,15.2
18260,2020,5,10.5
18260,2020,6,8.9
18260,2020,7,8.0
18260,2020,8,5.9
18260,2020,9,5.3
18260,2020,10,4.8
18260,2020,11,4.5
18260,2020,12,4.7
18260,2021,1,4.8
18260,2021,2,4.8
18260,2021,3,4.6
18260,2021,4,3.8
18260,2021,5,3.9
18260,2021,6,4.9
18260,2021,7,4.2
18260,2021,8,3.7
18260,2021,9,3.3
18260,2021,10,3.2
18260,2021,11,2.9
18260,2021,12,2.9
18260,2022,1,3.5
18260,2022,2,3.2
18260,2022,3,3.1
18260,2022,4,2.9
18260,2022,5,3.2
18260,2022,6,4.2
18260,2022,7,3.7
18260,2022,8,3.5
18260,2022,9,3.3
18260,2022,10,3.4
18260,2022,11,3.4
18260,2022,12,3.2
18260,2023,1,3.9
18260,2023,2,3.8
18260,2023,3,3.5
18260,2023,4,2.8
18260,2023,5,3.3
18260,2023,6,4.0
18260,2023,7,3.7
18260,2023,8,3.4
18260,2023,9,3.4
18260,2023,10,3.5
18260,2023,11,3.1
18260,2023,12,3.1
18260,2024,1,3.6
18260,2024,2,3.3
18260,2024,3,3.2
18260,2024,4,2.8
18260,2024,5,3.1
18260,2024,6,4.2
18260,2024,7,4.0
18260,2024,8,3.9
18260,2024,9,3.6
18260,2024,10,3.6
18260,2024,11,3.7
18260,2024,12,3.6
18260,2025,1,4.0
18260,2025,2,3.5
18260,2025,3,3.4
18260,2025,4,3.0
18260,2025,5,3.5
18260,2025,6,4.5
18260,2025,7,4.9
18260,2025,8,3.7
18260,2025,9,3.7
18260,2025,11,3.8
18260,2025,12,3.4
18300,2009,1,12.3
18300,2009,2,13.0
18300,2009,3,13.8
18300,2009,4,12.6
18300,2009,5,12.3
18300,2009,6,12.5
18300,2009,7,12.5
18300,2009,8,12.2
18300,2009,9,11.1
18300,2009,10,11.6
18300,2009,11,11.7
18300,2009,12,12.1
18300,2010,1,13.8
18300,2010,2,13.3
18300,2010,3,13.6
18300,2010,4,12.6
18300,2010,5,11.9
18300,2010,6,12.5
18300,2010,7,13.0
18300,2010,8,12.4
18300,2010,9,11.7
18300,2010,10,11.9
18300,2010,11,12.5
18300,2010,12,12.5
18300,2011,1,13.0
18300,2011,2,12.5
18300,2011,3,12.0
18300,2011,4,11.2
18300,2011,5,10.8
18300,2011,6,11.7
18300,2011,7,11.9
18300,2011,8,11.7
18300,2011,9,10.9
18300,2011,10,10.9
18300,2011,11,10.8
18300,2011,12,10.9
18300,2012,1,11.7
18300,2012,2,11.7
18300,2012,3,11.7
18300,2012,4,10.8
18300,2012,5,10.4
18300,2012,6,11.1
18300,2012,7,11.5
18300,2012,8,11.0
18300,2012,9,10.0
18300,2012,10,10.2
18300,2012,11,10.3
18300,2012,12,10.8
18300,2013,1,11.9
18300,2013,2,11.2
18300,2013,3,10.9
18300,2013,4,10.1
18300,2013,5,9.7
18300,2013,6,10.3
18300,2013,7,10.6
18300,2013,8,10.1
18300,2013,9,9.1
18300,2013,10,9.1
18300,2013,11,9.0
18300,2013,12,9.1
18300,2014,1,10.2
18300,2014,2,10.3
18300,2014,3,10.3
18300,2014,4,8.6
18300,2014,5,8.3
18300,2014,6,8.5
18300,2014,7,9.2
18300,2014,8,8.9
18300,2014,9,7.9
18300,2014,10,7.9
18300,2014,11,8.1
18300,2014,12,7.6
18300,2015,1,8.6
18300,2015,2,8.1
18300,2015,3,7.9
18300,2015,4,7.1
18300,2015,5,7.0
18300,2015,6,7.3
18300,2015,7,7.7
18300,2015,8,7.2
18300,2015,9,6.5
18300,2015,10,6.3
18300,2015,11,6.4
18300,2015,12,6.7
18300,2016,1,6.9
18300,2016,2,6.8
18300,2016,3,6.9
18300,2016,4,6.4
18300,2016,5,5.9
18300,2016,6,6.4
18300,2016,7,6.9
18300,2016,8,6.4
18300,2016,9,5.8
18300,2016,10,5.7
18300,2016,11,5.3
18300,2016,12,5.4
18300,2017,1,6.2
18300,2017,2,5.6
18300,2017,3,5.6
18300,2017,4,4.9
18300,2017,5,4.7
18300,2017,6,5.3
18300,2017,7,5.8
18300,2017,8,5.8
18300,2017,9,5.0
18300,2017,10,4.9
18300,2017,11,4.9
18300,2017,12,5.3
18300,2018,1,6.2
18300,2018,2,5.7
18300,2018,3,5.6
18300,2018,4,5.0
18300,2018,5,4.3
18300,2018,6,5.0
18300,2018,7,5.3
18300,2018,8,5.1
18300,2018,9,4.6
18300,2018,10,4.9
18300,2018,11,5.0
18300,2018,12,5.7
18300,2019,1,6.4
18300,2019,2,5.6
18300,2019,3,5.7
18300,2019,4,4.8
18300,2019,5,4.3
18300,2019,6,4.9
18300,2019,7,5.4
18300,2019,8,5.0
18300,2019,9,3.9
18300,2019,10,3.7
18300,2019,11,3.5
18300,2019,12,3.9
18300,2020,1,5.0
18300,2020,2,4.6
18300,2020,3,5.7
18300,2020,4,16.6
18300,2020,5,14.2
18300,2020,6,10.9
18300,2020,7,10.3
18300,2020,8,8.0
18300,2020,9,7.9
18300,2020,10,6.5
18300,2020,11,6.4
18300,2020,12,6.4
18300,2021,1,7.7
18300,2021,2,7.6
18300,2021,3,7.8
18300,2021,4,6.9
18300,2021,5,6.3
18300,2021,6,6.5
18300,2021,7,6.3
18300,2021,8,5.9
18300,2021,9,5.1
18300,2021,10,4.5
18300,2021,11,4.5
18300,2021,12,4.5
18300,2022,1,5.7
18300,2022,2,5.0
18300,2022,3,4.9
18300,2022,4,4.3
18300,2022,5,4.2
18300,2022,6,4.8
18300,2022,7,5.3
18300,2022,8,5.4
18300,2022,9,4.9
18300,2022,10,4.8
18300,2022,11,5.0
18300,2022,12,5.0
18300,2023,1,5.4
18300,2023,2,4.8
18300,2023,3,5.0
18300,2023,4,3.8
18300,2023,5,4.0
18300,2023,6,4.2
18300,2023,7,4.7
18300,2023,8,4.7
18300,2023,9,4.3
18300,2023,10,4.2
18300,2023,11,4.4
18300,2023,12,4.8
18300,2024,1,5.8
18300,2024,2,5.4
18300,2024,3,5.1
18300,2024,4,4.3
18300,2024,5,4.2
18300,2024,6,4.5
18300,2024,7,5.2
18300,2024,8,5.1
18300,2024,9,4.6
18300,2024,10,4.5
18300,2024,11,4.7
18300,2024,12,5.0
18300,2025,1,6.0
18300,2025,2,5.8
18300,2025,3,5.8
18300,2025,4,4.6
18300,2025,5,5.0
18300,2025,6,5.6
18300,2025,7,6.2
18300,2025,8,6.3
18300,2025,9,5.9
18300,2025,11,5.5
18300,2025,12,5.8
18340,2009,1,11.0
18340,2009,2,12.3
18340,2009,3,12.0
18340,2009,4,10.9
18340,2009,5,11.7
18340,2009,6,12.2
18340,2009,7,11.8
18340,2009,8,11.4
18340,2009,9,11.1
18340,2009,10,11.2
18340,2009,11,10.7
18340,2009,12,11.1
18340,2010,1,14.1
18340,2010,2,14.2
18340,2010,3,13.6
18340,2010,4,12.3
18340,2010,5,12.1
18340,2010,6,12.2
18340,2010,7,12.0
18340,2010,8,12.4
18340,2010,9,12.0
18340,2010,10,11.8
18340,2010,11,12.1
18340,2010,12,12.1
18340,2011,1,13.0
18340,2011,2,13.3
18340,2011,3,13.1
18340,2011,4,12.3
18340,2011,5,12.7
18340,2011,6,13.0
18340,2011,7,12.8
18340,2011,8,12.0
18340,2011,9,12.0
18340,2011,10,11.5
18340,2011,11,11.0
18340,2011,12,11.1
18340,2012,1,12.0
18340,2012,2,12.1
18340,2012,3,11.8
18340,2012,4,10.7
18340,2012,5,11.1
18340,2012,6,11.9
18340,2012,7,11.8
18340,2012,8,11.0
18340,2012,9,10.7
