disasterNumber,fipsStateCode,fipsCountyCode,incidentBeginDate,incidentEndDate,declarationDate,incidentType,designatedIncidentTypes,declarationType,iaProgramDeclared,ihProgramDeclared,paProgramDeclared,hmProgramDeclared,is_statewide
4485,48,159,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,161,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,161,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,163,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,163,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,165,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,165,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,167,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,167,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,169,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,169,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,171,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,171,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,173,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,173,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,175,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,175,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,177,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,177,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,179,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,179,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,181,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,181,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,183,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,183,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,185,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,185,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,187,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,187,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,189,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,189,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,191,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,191,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,193,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,193,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,195,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,195,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,197,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,197,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,199,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,199,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,201,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,201,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,203,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,203,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,205,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,205,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,207,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,207,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,209,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,209,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,211,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,211,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,213,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,213,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,215,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,215,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,217,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,217,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,219,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,219,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,221,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,221,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,223,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,223,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,225,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,225,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,227,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,227,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,229,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,229,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,231,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,231,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,233,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,233,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,235,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,235,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,237,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,237,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,239,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,239,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,241,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,241,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,243,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,243,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,245,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,245,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,247,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,247,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,249,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,249,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,251,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,251,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,253,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,253,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,255,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,255,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,257,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,257,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,259,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,259,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,261,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,261,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,263,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,263,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,265,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,265,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,267,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,267,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,269,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,269,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,271,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,271,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,273,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,273,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,275,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,275,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,277,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,277,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,279,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,279,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,281,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,281,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,283,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,283,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,285,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,285,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,287,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,287,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,289,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,289,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,291,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,291,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,293,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,293,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,295,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,295,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,297,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,297,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,299,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,299,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,301,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,301,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,303,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,303,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,305,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,305,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,307,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,307,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,309,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,309,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,311,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,311,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,313,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,313,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,315,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,315,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,317,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,317,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,319,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,319,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,321,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,321,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,323,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,323,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,325,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,325,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,327,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,327,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,329,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,329,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,331,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,331,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,333,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,333,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,335,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,335,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,337,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,337,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,339,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,339,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,341,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,341,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,343,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,343,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,345,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,345,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,347,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,347,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,349,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,349,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,351,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,351,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,353,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,353,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,355,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,355,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,357,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,357,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,359,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,359,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,361,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,361,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,363,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,363,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,365,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,365,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,367,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,367,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,369,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,369,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,371,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,371,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,373,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,373,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,375,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,375,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,377,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,377,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,379,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,379,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,381,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,381,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,383,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,383,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,385,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,385,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,387,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,387,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,389,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,389,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,391,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,391,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,393,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,393,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,395,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,395,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,397,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,397,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,399,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,399,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,401,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,401,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,403,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,403,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,405,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,405,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,407,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,407,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,409,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,409,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,411,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,411,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,413,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,413,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,415,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,415,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,417,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,417,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,419,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,419,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,421,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,421,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,423,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,423,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,425,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,425,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,427,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,427,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,429,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,429,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,431,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,431,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,433,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,433,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,435,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,435,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,437,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,437,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,439,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,439,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,441,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,441,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,443,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,443,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,445,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,445,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,447,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,447,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,449,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,449,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,451,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,451,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,453,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,453,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,455,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,455,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,457,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,457,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
3458,48,459,2020-01-20,2023-05-11,2020-03-13,Biological,,EM,0,0,1,0,False
4485,48,459,2020-01-20,2023-05-11,2020-03-25,Biological,,DR,0,1,1,1,False
