disasterNumber,fipsStateCode,fipsCountyCode,incidentBeginDate,incidentEndDate,declarationDate,incidentType,designatedIncidentTypes,declarationType,iaProgramDeclared,ihProgramDeclared,paProgramDeclared,hmProgramDeclared,is_statewide
1310,21,007,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,0,0,1,0,False
1310,21,027,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,0,0,1,0,False
1310,21,039,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,0,0,1,0,False
1310,21,055,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,1,0,1,1,False
1310,21,059,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,1,0,1,1,False
1310,21,091,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,1,0,0,0,False
1310,21,101,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,1,0,0,0,False
1310,21,107,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,1,0,1,1,False
1310,21,139,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,0,0,1,0,False
1310,21,215,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,0,0,1,0,False
1310,21,233,2000-01-03,2000-01-04,2000-01-10,Tornado,"W,F",DR,1,0,1,1,False
2289,48,497,2000-01-03,2000-01-03,2000-01-03,Fire,,FM,0,0,1,0,False
2290,48,091,2000-01-04,2000-01-04,2000-01-04,Fire,,FM,0,0,1,0,False
2291,48,021,2000-01-05,2000-01-05,2000-01-05,Fire,,FM,0,0,1,0,False
1317,01,019,2000-01-22,2000-01-29,2000-02-18,Severe Storm,,DR,0,0,1,0,False
1317,01,049,2000-01-22,2000-01-29,2000-02-18,Severe Storm,,DR,0,0,1,0,False
1317,01,071,2000-01-22,2000-01-29,2000-02-18,Severe Storm,,DR,0,0,1,0,False
1311,13,011,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,013,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,015,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,035,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,045,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,047,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,055,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,057,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,059,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,067,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,085,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,089,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,097,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,105,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,111,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,115,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,117,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,119,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,121,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,123,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,129,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,133,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,135,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,137,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,139,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,143,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,147,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,151,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,157,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,159,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,169,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,171,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,187,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,207,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,217,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,219,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,221,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,223,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,227,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,231,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,241,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,247,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,255,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,257,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,265,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,291,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,293,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,295,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,297,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,311,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1311,13,317,2000-01-22,2000-02-01,2000-01-28,Severe Storm,,DR,0,0,1,1,False
1313,45,001,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,003,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,005,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,009,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,011,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,015,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,017,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,019,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,021,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,023,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,025,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,027,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,029,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,031,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,033,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,035,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,037,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,0,False
1313,45,039,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,041,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,043,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,047,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,055,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,057,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,059,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,061,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,063,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,065,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,067,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,069,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,071,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,075,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,079,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,081,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,083,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,085,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,087,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,089,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1313,45,091,2000-01-22,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,001,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,007,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,025,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,033,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,037,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,057,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,063,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,065,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,069,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,077,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,081,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,083,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,085,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,093,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,101,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,105,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,119,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,123,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,125,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,127,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,131,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,135,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,145,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,151,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,153,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,157,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,165,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,167,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,179,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,181,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,183,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,185,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1312,37,195,2000-01-24,2000-02-01,2000-01-31,Severe Storm,,DR,0,0,1,1,False
1325,11,001,2000-01-25,2000-01-31,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,003,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,005,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,009,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,011,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,017,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,019,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,021,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,027,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,029,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,031,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,033,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,035,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,037,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,041,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1324,24,510,2000-01-25,2000-01-30,2000-04-10,Severe Storm,,DR,0,0,1,1,False
1318,51,001,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,003,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,005,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,007,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,009,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,011,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,013,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,015,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,017,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,019,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,021,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,023,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,025,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,027,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,029,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,031,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,033,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,035,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,036,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,037,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,041,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,043,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,045,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,047,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,049,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,051,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,053,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,057,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,059,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,061,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,063,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,065,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,067,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,069,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,071,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,075,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,077,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,079,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,081,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,083,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,085,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,087,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,089,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,091,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,093,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,095,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,097,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,099,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,101,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,103,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,105,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,107,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,109,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,111,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,113,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,117,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,119,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,121,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,125,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,127,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,131,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,133,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,135,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,137,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,139,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,141,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,143,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,145,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,147,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,149,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,153,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,155,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,157,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,159,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,161,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,163,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,165,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,167,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,169,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,171,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,173,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,175,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,177,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,179,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,181,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,183,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,185,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,187,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,191,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,193,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,195,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,197,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,199,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,510,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,570,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,590,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,595,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,600,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,620,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,630,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,670,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,680,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,0,False
1318,51,683,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,700,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,720,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,0,False
1318,51,730,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,760,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,800,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1318,51,830,2000-01-25,2000-01-30,2000-02-28,Severe Storm,,DR,0,0,1,1,False
1314,22,013,2000-01-27,2000-01-30,2000-02-15,Snowstorm,,DR,0,0,1,1,False
1314,22,027,2000-01-27,2000-01-30,2000-02-15,Snowstorm,,DR,0,0,1,1,False
1314,22,061,2000-01-27,2000-01-30,2000-02-15,Snowstorm,,DR,0,0,1,1,False
1314,22,073,2000-01-27,2000-01-30,2000-02-15,Snowstorm,,DR,0,0,1,1,False
1314,22,083,2000-01-27,2000-01-30,2000-02-15,Snowstorm,,DR,0,0,1,1,False
1314,22,111,2000-01-27,2000-01-30,2000-02-15,Snowstorm,,DR,0,0,1,1,False
1314,22,119,2000-01-27,2000-01-30,2000-02-15,Snowstorm,,DR,0,0,1,1,False
1314,22,123,2000-01-27,2000-01-30,2000-02-15,Snowstorm,,DR,0,0,1,1,False
1315,13,071,2000-02-14,2000-02-14,2000-02-15,Severe Storm,T,DR,1,0,1,1,False
1315,13,087,2000-02-14,2000-02-14,2000-02-15,Severe Storm,T,DR,1,0,0,1,False
1315,13,131,2000-02-14,2000-02-14,2000-02-15,Severe Storm,T,DR,1,0,1,1,False
1315,13,205,2000-02-14,2000-02-14,2000-02-15,Severe Storm,T,DR,1,0,1,1,False
1315,13,277,2000-02-14,2000-02-14,2000-02-15,Severe Storm,T,DR,1,0,1,1,False
1315,13,287,2000-02-14,2000-02-14,2000-02-15,Severe Storm,T,DR,1,0,0,1,False
1320,21,011,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,0,1,False
1320,21,017,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,0,0,1,1,False
1320,21,019,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,1,1,False
1320,21,043,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,1,1,False
